review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" January 2, 2024", United States ,1,Lori Weyant,Product defective - Amazon won't replace or refund,"I have been taking this Nature's Bounty Biotin supplement for over 10 years and haven't had any issues with purchasing it through Amazon. This most recent purchase in late December 2023 is not the same product that I have been using. I opened the bottle and there is a foul smell to the gel caps and they are discolored. The expiration date is in 2026, so this must be a bad batch or has not been stored properly. Amazon has denied returning or replacing these and suggested I contact Nature's Bounty directly. I did that. Since these were fulfilled by Amazon Services, Nature's Bounty will not replace them either. It seems I am stuck with a bad product that I cannot use. I will no longer purchase this brand anywhere ."
" December 31, 2023", United States ,5,A,Vitamin,It work
" December 31, 2023", United States ,5,Sarah Barnes,Came intact and on time.,Came intact and on time.
" December 31, 2023", United States ,5,Susie,Very friendly,Very friendly
" December 30, 2023", United States ,1,Allison McDonald,Expired,"I received a bottle that expired 3/2023, it’s 12/23"
" December 26, 2023", United States ,5,Lynn,My favorite biotin,This manufacturer is wonderful. I’ve been using this product for about four years maybe five it’s very easy to take. It’s effective. It works well I take it at night and I love it.
" December 26, 2023", United States ,5,Katy,This biotin is amazing.,My hair is growing more than it ever has on any other form of biotin. They are gel like caps that are easy to swallow. Really really great.
" December 24, 2023", United States ,5,Vitalii,Good product,Hair started growing a little faster
" December 24, 2023", United States ,5,Paula S,Product,Great vitamin
" December 21, 2023", United States ,1,Randi Featherstone,Melted,Upon delivery it was melted in the bottle
" December 21, 2023", United States ,4,Todd,Vitamins,A solid product for the money.
" December 16, 2023", United States ,5,Stormi Deer-Hall,Good,Works
" December 15, 2023", United States ,5,Celine,Love this,I love this product! It makes my nails strong!
" December 12, 2023", United States ,1,Aaron,Beware - this item is low quality,All the pills were jelled together into one large ball making it nearly impossible to use.
" December 12, 2023", United States ,1,Richard,sad raised price over $5.00 not worth it,works great price is way to high store is getting greedy you can buy much cheaper from other stores and different brand
" December 11, 2023", United States ,4,Lemieux,price,good product great price
" December 10, 2023", United States ,3,Wendy Royce,Not sure yet,I started taking Biotin to help my nails. I haven't seen much improvement yet. I will take it a little longer and see if my nails improve at all.
" December 9, 2023", United States ,5,Paul T.,Small pill,Product is great my hair and nails never looked better
" December 9, 2023", United States ,5,Amazon Customer,great purchase,great purchase
" December 9, 2023", United States ,5,Mireya T.,La vitamina de la belleza,Un suplemento que no puede falta. Constancia y excelentes resultados en la piel y cabello
" December 9, 2023", United States ,5,Priscilla Brewer,Hair growth ✨️,No complaints
" December 8, 2023", United States ,5,Elizabeth Deak,must have,good product
" December 7, 2023", United States ,5,jackie,Change in appearance.,I too noticed the change in appearance. Maybe corporate can answer this for us. I have been taking them without an issue so far.
" December 7, 2023", United States ,5,Karina Castro,One month apart photo hair update,"I started taking these in July after I chopped my hair off just past my shoulders, one a day but if I forgot then I’d take 2 or 3 a day sometimes. Decent pill size to swallow and didn’t really taste like anything. I finished my bottle in early November and am taking other biotin pills by Spring Valley just to switch it up. My hair appears thicker and seems to be grow within those 4 months, maybe very slowly. My nails are also strong too and grow pretty fast they dont bend or break as easy. Didn’t notice any difference in my skin though.
Side note: I get a trim once every 8-10 weeks because I use a lot of heat on my hair and get split dead ends, I’m in need of another soon 😅"
" December 3, 2023", United States ,1,LISA TASCON,I found this supplement rather useless,"Biotin didn’t do anything to me
No evidence of any worth to bother keep using"
" December 3, 2023", United States ,5,slange,❤️,My nails and hair are out of control! Made a world of difference.
" December 2, 2023", United States ,5,Edna scott,Great,Awsome
" December 1, 2023", United States ,5,LEOLA IIDA,Not dissolve,"Does not work on me. Does not dissolve, passes through my body whole."
" November 30, 2023", United States ,5,Pegasus,The color changed,They are now pale yellow instead of white. Is this normal. Did natures bounty change the color?
" November 29, 2023", United States ,5,Bahareh Gholinejad Pirbazari,Amazing,"After taking the biotin caplets for a month, there was nothing left of my damaged nails, no cracks at all."
" November 28, 2023", United States ,5,Deborah Wycoff,Came in secure bottle.,I’m using this product to help with my nails.
" November 28, 2023", United States ,1,Sasha,took for 4 months,"my fingernails are as brittle as they were, not sure if my hair is still breaking off since I started using bond builders and collagen. Wish Amazon hadn’t done away with the comment section since I’d love to know if there’s anything I haven’t tried that will make my nails as strong as they used to be, miss having rock hard nails, growing old sucks!"
" November 27, 2023", United States ,5,Sany Verryan Siswanto,Biotin,It works
" November 25, 2023", United States ,5,Dominic Martinez,"Bought twice, great as always","I take these daily and it definitely improves hair growth and nail strength. I have been using them for about a full year now, and have only bought 2 bottles total. Great quality, and definitely good for the price."
" November 25, 2023", United States ,5,Guantes para los pies,Se siente bien,Es para mejorar uñas y cabello
" November 20, 2023", United States ,1,RF,Worst nasty smelling product ever,"I have been purchasing Biotin from Natures Bounty for almost 3 years now, but the last shipment I received with the new off white colored soft gels have the absolute worst smell I have ever been across. It literally makes me want to vomit to even open the bottle. I cannot and will not try to take one of these. I contacted support from Natures Bounty, and they said that was not unusual for the product, and they just said let it air out a little. Well, let me tell you, it is no where even close to usual. I would stay away from this brand if I were you."
" November 20, 2023", United States ,5,Erisleydi Marcano,Excelente inversión,"Aún las estoy tomando, espero ver resultados pronto."
" November 19, 2023", United States ,1,LR Hanks,Arrived in poor condition,All the gel caps were melted together. One big clump...
" November 17, 2023", United States ,5,BJR,Helped my nails,"My nails seem stronger (along with the other health benefits), and these gels are easy to swallow."
" November 17, 2023", United States ,1,Carmen,Pills glued together.,"Received the bottle of biotin with all pills in one big clump. I cannot separate them, even with a knife. Totally wasted my money!"
" November 15, 2023", United States ,4,Deborah H.,I THINK it’s working,I need more time to determine product’s efficacy
" November 14, 2023", United States ,3,Beautiful,Good g,Good
" November 13, 2023", United States ,5,Aleiah Hall,Perfect condition,Did exactly what it was supposed to do
" November 13, 2023", United States ,1,T. K.,All 3 bottles capsules stuck together -strange color,"Something serious has happened to Natures Bounty 10000 mcg biotin. We have been using for years. This batch,every bottle, the capsules instead of being bright white are an off semi translucent tan color. This in itself is not a deal breaker. The capsules are fused together in the bottle. Literally fused. No amount of tapping the bottle will separate them."
" November 12, 2023", United States ,5,T,Works great.,"If you want your beard or fingernails to grow faster, this works."
" November 12, 2023", United States ,5,Senga,Hasn’t broken me out,"Unlike other products by other brands, this hasn’t broken me out. Yeeyyy!!! I don’t take it every day, I take it every other day and I am looking to grow up thinning edges… too early to tell if it’s helping with that."
" November 11, 2023", United States ,1,Alisha Smith,Doesn’t work,Doesn’t work
" November 11, 2023", United States ,4,Amazon Customer,Very good vitamin for healthy hair,Really does make your hair grow
" November 8, 2023", United States ,3,Julia,Different colors,"Previous one were totally white, these are yellow"
" November 8, 2023", United States ,1,Amazon Customer,Product arrived in bad shape,I've been taking these vitamins for several months now and I really like them. My hair and nails are growing. However I got this bottle little over 2 months ago and just had it in my pantry and today when I go to open the new bottle they look like this. They smell bad and are all stuck together plus are discolored.I can't even return them anymore because it's past the return date. Disappointed.
" November 7, 2023", United States ,5,SHERI BOOKER,Biotin,This helps with hair and nails
" November 6, 2023", United States ,5,Stephie,I really believe in Biotin,Biotin helps the nails stay strong and with hair strength and growth. I found this Biotin product to be very easy to swallow and gives great results with my nails and hair.
" November 6, 2023", United States ,1,Shep,Quality Declined,"Unfortunately the product quality has declined to the point of unusable. Used this product for many years. In my most recent purchase, the product is yellow instead of white and all of the softgels are stuck together. Gross. Opened after return date so that's not an option."
" November 5, 2023", United States ,5,Banana milk,works great,"i’ve been taking it for a couple months now and I’ve been recording my hair process. My hair has grown at least 8 inches over the past four months and a half usually takes less than that but I stopped for a while but I started taking them again. They don’t taste funny and I have a hard time swallowing pills, but these are great because they’re kind of on the small side. There is also the gummy alternative, which is not too bad. Also, it’s good for a prize to help your hair grow."
" November 5, 2023", United States ,5,Carol Varon,Natures Bounty,There products are top notch !
" November 4, 2023", United States ,2,Kumar Sujeet,Don't see any change.,Don't see any change.
" November 3, 2023", United States ,5,Michael Temple,Efficient,"Very efficient, good value"
" November 3, 2023", United States ,5,Familia,Used for hair loss,My hair is growing back using this biotin.
" November 3, 2023", United States ,5,jessica p.,Great product !,Works great and not a bad taste !
" November 2, 2023", United States ,1,Ty,Different formula.,I have been buying these pills for ages and this bottle they are a yellow color and give me horrible stomach pain. They have never done that before. Too bad vitamins aren’t returnable. Very disappointing that I spent $10 and can’t take them.
" November 2, 2023", United States ,1,Alexandria,Expired/old,They came with a weird smell and color.
" November 1, 2023", United States ,1,Joan Espinoza,Para mí es malo,Este producto no me dejó veneficio al contrario se me callo más el cabello desde que lo tome
" November 1, 2023", United States ,5,Regania Richards,"skin, hair, and nails","This is great for my skin, hair, and nails. 5 Stars 🌟🌟🌟🌟🌟👍🏽🥰"
" October 31, 2023", United States ,1,TBroo,Bad Product,When I opened my package the vitamins were melted together. I tried doing an exchange on Amazon and they said to contact the seller. I went on the sellers website and nothing there that I could see to do a return. Very disappointed!!
" October 30, 2023", United States ,1,G.G.,Product unusable.,Product arrived with pills all stuck together in a clump....unusable. Neither Nature's Bounty nor Amazon will allow return or replacement. Not happy!!
" October 30, 2023", United States ,5,Jennifer Maynard,Did not arrive in good condition,Tho they were still usable. The capsules were melted together and cloudy.
" October 28, 2023", United States ,1,Isabel,Bad Quality,I’ve had these before so I ordered them again and unfortunately they came all stuck/melted together. Really disappointed.
" October 27, 2023", United States ,5,Rev. Day,Product stuck together and has a foul odor.,"I received this earlier than needed, and waited to open it, so I can't return it. Even though I didn't see any package damage moisture must have gotten in and caused the vitamins to fuse together and give off a foul odor. What a waste of money and time."
" October 26, 2023", United States ,1,davit c.,..,Terrible smell and different colour
" October 26, 2023", United States ,1,Marci Stokes,Appearance,They were all stuck together. Literally had to tear them apart.
" October 26, 2023", United States ,5,JessicaH,Works,Works great for my hair
" October 25, 2023", United States ,5,M,Good product,"Good quality product. Some people complain about pills being stuck together, I live in the desert and mine come stuck together…stick them in the refrigerator for a couple of hours then shake the bottle, they all become unstuck."
" October 25, 2023", United States ,5,Kara,Almost too good!,"I've been taking this biotin supplement since March. After about 6 months of use, I realized that I haven't had a cracked or split nail in months. I've had weak, peeling, breakable nails my entire life. Now my nails are so strong that they practically feel reinforced. I'm even dealing with a surprise side effect; I move a lot in my sleep and I've accidentally scratched my face a couple of times with my new, super-strong nails!"
" October 22, 2023", United States ,5,CJB,"Seems to work, on brittle nails at least","I started taking it because it seemed to fit my current problems and stopped for a while when I doubted it was doing any good. Shortly thereafter my fingernails were breaking up like crazy, so now I'm a believer.
I don't know whether one is supposed to chew them or swallow whole.

after"
" October 20, 2023", United States ,4,Amazon Customer,Use daily,Use this daily. Good buy. Part of my daily vitamins.
" October 20, 2023", United States ,5,lisa newton,love the amazon products,i always order my vitinins from amazon
" October 20, 2023", United States ,1,JJenner,Quality has gone downhill!!,"They used to be white capsules.

The last two bottles have a off smell and yellowed capsules.

Do NOT buy!!"
" October 19, 2023", United States ,1,Christine Parquette,product was defective,"Product was all melted together, company needs to replace and or give a complete refund ASAP"
" October 19, 2023", United States ,5,kaii,good,good
" October 18, 2023", United States ,1,Jeri Grant,TERRIBLE PRODUCT,The pills were melted together and I couldn't use
" October 18, 2023", United States ,5,Di,Excellent product,There was one spot where my hair was very thin. After several weeks the growth thickened.l
" October 17, 2023", United States ,5,carlos williams,Buen producto,Buen producto
