review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" January 2, 2024", United States ,1,Teresa Morfin,It’s too bad,🐍
" January 2, 2024", United States ,5,Melissa Bennett,Great Value,This is a great cost. They work.
" December 31, 2023", United States ,1,Ron McFarland,Very high unit count,Beware of the high dose in this package
" December 31, 2023", United States ,5,MeKenzie,Best swallow vitamin D 😁,This name brand is the best for swallowing ! At age 50 we NEED our D-3 5000💝
" December 30, 2023", United States ,1,donche andonov,Just had a blood test,"Well, either something is wrong with me or the product. After my bad NOW vanilla whey protein experience I’m pretty sure it’s the product.

My blood test shows that I’m below normal in the D vitamin even though I’ve been taking them for over a year. I may miss a day or two but that should not affect the results since they are much higher potency than needed.

I will switch to another brand and see what happens but for now, I am done with using NOW products."
" December 29, 2023", United States ,5,Customer Gus and Marjorie,Great Fit D3 Supplement,"Vitamin D-3 5,000 IU, High Potency, They are very easy to swallow they are small but powerful, No flavor they are Soft gels Tabs, We have repurchased this over and over, Great value and great price for all you get."
" December 28, 2023", United States ,5,Gil Fonseca,Easy to swallow pills,They are tiny and easy to take daily.
" December 27, 2023", United States ,5,JAVIN SMITH,Works Great!,I love that it's made with olive oil and not a crappy seed oil. Small capsule and easy to swallow with no taste!
" December 26, 2023", United States ,5,Fernanda G,Vitaminas,"Son cápsulas pequeñas fácil de tomar, las tomo en la mañana recién una semana vamos a ver qué tal me va!!!"
" December 25, 2023", United States ,5,Octavia Swaby,Lacking,I recently had surgery and it had to keep up with my vitamin intake. This help greatly.
" December 24, 2023", United States ,5,Lillian K Allen,Really works,"My doctor asked after blood work why I was taking so much vitamin E. She suggested I back off. The assistant motioned to keep talking it! I heard that it is good and I continue to take 5,000 units a day."
" December 24, 2023", United States ,5,A.S.,PERFECT!!!,Exactly as described.
" December 24, 2023", United States ,5,Ines Ortiz,Buen prodicto,"Llego muy pronto, buen producto, gracias"
" December 23, 2023", United States ,5,Cathy A.,"No taste, easy to swallow",Flavorless and easy to swallow. I take this after a meal with my vitamin B12 and I do not have an issue with being cold all the time anymore. My energy levels are higher and I have been sleeping better.
" December 23, 2023", United States ,5,Vadya Electrik,Vitamin D levels good,Very convenient vitamin D3 supplement. It contains a large dose of vitamin in a very tiny and easy to swallow pill. This vitamin needs to be taken with some fat to be better absorbed so the fact that this pill is oil based makes it perfect.
" December 23, 2023", United States ,5,keith smith,It’s vitamin D,Thank you
" December 23, 2023", United States ,5,Mpwest,Perfect for my rx,My dr wanted me to take this strength!
" December 21, 2023", United States ,1,I.M. Here,They Smell Terrible,"I received my order today and opened them right away but they smell terrible, like old garbage. They’ve clearly gone rancid and have been sitting around. You can’t return them, unfortunately. If a product has gone bad they should allow returns."
" December 16, 2023", United States ,5,Lakesha Johnson,Works good,Works good
" December 16, 2023", United States ,5,Patti,I have used N.O.W. supplements for many years!,"N.O.W. supplements have been a trusted brand in my household for many years. D3 is a vitamin (actually hormone) that is considered essential because we don't get enough sun on our skin day to day. A capsule containing 5,000 IU is the potency I use."
" December 16, 2023", United States ,3,Rachel,The bottle does not have a secure screw cap.,The flip top snap cap is not at all secure. Tip the bottle over? plan on picking up pills. Not so great if you have pets or small children around.
" December 15, 2023", United States ,5,Kiley Sydney,Great vitamin,My husband takes these daily.
" December 14, 2023", United States ,5,HD4X4,Really helps,Very good
" December 13, 2023", United States ,5,Brandon Hudson,Small but Lovely,"Purchased item one week ago. I was instructed by my physician to take twice per day due to a deficiency. Overall, product is easy to take, easy to swallow, no flavor or aftertaste which is very nice. The price was decent considering the quantity. Recommend taking with food and straight water. Will purchase again."
" December 12, 2023", United States ,5,Kevin,Vitamin D3,Great product!
" December 12, 2023", United States ,5,Ashley B,Perfect size,If you’re not a fan of big pills then these are for you. The value for the money is also great. I will continue to order these in the future.
" December 11, 2023", United States ,4,"Please let me know, I have ordered 3 pounds of the wheat pennies coins and I have got 1 pound of it, where’s the other 2 pounds of it?",That is alright that I get,The product is alright for me
" December 10, 2023", United States ,3,Ciro,NOW Supplements Vitamin D-3 - A Constipated Odyssey,"So, I thought I'd be all ""health ninja"" and grab NOW Supplements Vitamin D-3 5,000 IU. Note to self: Next time, consult a doctor, unless you're into surprise constipation parties. Spoiler alert: I wasn't.

These golden nuggets of ""structural support"" turned out to be more like rebellious architects staging a coup in my digestive system. Forget about feeling the sunshine; I was stuck in a cloud of discomfort.

Now, did I experience any life-altering revelations during this constipation escapade? Nope. These softgels didn't transform me into a health god; they just made me question my life choices while glued to the porcelain throne.

In the grand spectacle of my health journey, these softgels decided to add a plot twist. ""Sure, boost your Vitamin D levels,"" they whispered, ""but we're also here to keep things interesting, like a dysfunctional reality show for your gut.""

So, if you're in the market for a supplement that turns your daily routine into a bathroom drama, NOW Supplements Vitamin D-3 5,000 IU might just be your quirky sidekick. As for me, I'm off to consult professionals before embarking on any more gut-wrenching adventures. Here's to health, humor, and the uncharted territories of constipation comedy!"
" December 10, 2023", United States ,5,poping,Vitamin,I love this brand. I have been taking for Years. They are easy to swallow.
" December 10, 2023", United States ,5,Cynthia Davis,Great,They work great
" December 9, 2023", United States ,5,alfredo,good,I like they are easy to swallow
" December 9, 2023", United States ,5,Yamilka R.,Good product,"I've been taking them for 2 months, so far it doesn't hurt the stomach and I feel more energetic."
" December 9, 2023", United States ,4,Superlooney,"NOW Supplements, Vitamin D-3",I was falling a sleep and had no energy. After taking I no longer need a nap in the afternoon. Energy is back. Love this product.
" December 8, 2023", United States ,5,Don Galindo,5 Star product!,When I saw the 5 Star reviews I knew this had to be a really good product! When they arrived I put some right into my daily pill box!
" December 7, 2023", United States ,5,M. Smith,Easy to swallow,Good size
" December 7, 2023", United States ,5,BELOH2O,Small and powerful,I’m on my second bottle of these they’re nice and small and loaded with vitamin D. This is a reliable company so I pretty much only buy from them and a few others but I’m always pleased with NOW. They always have great prices too!
" December 6, 2023", United States ,5,Oz,Real D3,Love the quality of this vitamin.
" December 5, 2023", United States ,4,Robin Sassman,It is an excellent product!!!,It is an excellent product!!!
" December 5, 2023", United States ,1,Amazon Customer,New formula contains Safflower Oil,"I loved this brand for vitamin D3 because they didn't use seed oils in the past. I was preparing to purchase a new bottle, but I was surprised to learn that the new formula contains safflower oil. I won't be purchasing this brand anymore."
" December 4, 2023", United States ,5,Luke Morgan,Pretty good for the price,Compared to all the other brands I think this is legitimately the best deal for the value and quality of the vitamin D.
" December 4, 2023", United States ,5,PJ,Great,Great Value for the price
" December 3, 2023", United States ,5,AprilRain,Must Buy,Totally love this product!
" November 30, 2023", United States ,5,Christine Hartley,NOW products are cornering the CLEAN market my gripe is the cellulose - could use veggie cap.,Need a cellulose casing alternative. But I have mast cell activation syndrome and from their body oils to their vitamins they have the most options for people who TRULY use CLEAN TOXIN FREEEEEEE. NOW is my go to for many things. I love this company
" November 30, 2023", United States ,5,The Pro,Does want it is supposed to do for a very good price.,Nothing to dislike -- recommend everyone take one a day.
" November 29, 2023", United States ,5,Jill,Easy to take small gel cap,"I can easily take two of these to get my 10,000 d. This is my favorite brand."
" November 28, 2023", United States ,5,janet Mac murdo,good product,purchased for my elderly mom as Daily vitamin supplements
" November 27, 2023", United States ,1,Amazoncustomer,Containers Are Impossible For Many Elderly to OPEN,"I've used NOW supplements for years, and never had a problem with the difficult plastic ""ring around the circle"" and the same Flip-Top cap to open. However, these have become impossible for me to open due to normal advancing age, natural thinning of my skin on my fingers and hands. I must to other brands of supplements that have the more normal twist-off plastic cap opening-and-closing that goes much smoother, nicer, better and easier for their elderly customers. Seems to me that NOW supplements would learn to acommodate their elderly customers in order to KEEP these former customers. Many of us who live in our 55+ gated communities would be grateful."
" November 26, 2023", United States ,5,Georjean S.,It arrived on time and in good condition.,I have taken D3 before and think it helped so I am now buying these. They taste OK.
" November 24, 2023", United States ,5,xjimmyloudx,Good supplement at a good price,I think it’s improving my mood.
" November 23, 2023", United States ,5,Kevin A,Great product,"I buy these when I run out of vitamin D supplement. Good product, great brand with good quality control. Would recommend."
" November 23, 2023", United States ,5,Jill W.,Clean vitamins,Clean product. No bad oils!
" November 20, 2023", United States ,5,Amazon Customer,Supplement for magnesium,I use this to supplement my magnesium for sleep. Great quality as far as I can tell and small pill size that goes down easy. Good quantity amount for money.
" November 19, 2023", United States ,5,backtoback9698,Easy to swallow,Easy to swallow. Will let you know results in 30 years. Seems to work.
" November 17, 2023", United States ,5,Yamile Deniz,Good product,Good product
" November 16, 2023", United States ,5,Karen Brock Fernandez,Are you Vitamin D3 deficient?,"If you have very little sunshine exposure, chances are you are Vitamin D3 deficient. This is according to thousands of blood tests of thousands of Americans. A Vitamin D3 deficiency can lead to tiredness and fatigue, a general feeling of low energy, and a lack of vitality. Speak with your physician and review your labs. This simple and inexpensive vitamin might help you get on track to be your old self. Check it out. Now Foods is one of the most well-respected and trusted brands and they include reasonable prices."
" November 16, 2023", United States ,5,Chuck,Good value for product,"What I like is the high potency for a small pill that is easily swallowed. Many other brands have reviews where the pills are all stuck together, these pills don't have that issue. They are all separable. The Now brand is cheaper than others so I was worried about quality. I saw one reviewer mention that they were informed by someone in the industry that they are pretty good so I went for it. Sure enough, pretty good."
" November 15, 2023", United States ,5,Michaella,Great value.,Easy to swallow
" November 15, 2023", United States ,5,Claudia Tejada,Excelente,"Me llegó súper rápido, son fácil de consumir y ayudan un montón"
" November 11, 2023", United States ,5,Barbara,No issues,no problems
" November 6, 2023", United States ,4,Janice B.,As described fast delivery,"1/2 the price of Walgreens
I can't rate quality because I just started taking them so I give 4 stars for getting them fast and economical"
" November 5, 2023", United States ,5,Sampada Moholkar,A good buy!,The packaging is done well and contains 50 soft gel capsules.
" November 5, 2023", United States ,1,steven d.,Beware new formula has safflower oil added,"I ordered this same product about a year ago when it just had olive oil. I reordered the other day and NOW has, for whatever reason, added safflower oil, which if I'm not mistaken is a seed oil and bad news. In the ingredient list under important information on the product page it doesn't list safflower oil and only olive oil - not sure whats going on. I'm considering returning this product unless I'm convinced otherwise that safflower oil is fine. I originally purchased this because NOW was using just olive oil."
" November 1, 2023", United States ,5,Miriam perez,Love this vitamin,I do love it
" October 26, 2023", United States ,5,Amazon Customer,Even taking these every day or every other day,"Got my vit d levels checked out and I was in the normal range. So, daily or every other day, will keep you proper."
" October 25, 2023", United States ,5,Amazon Customer,standard D suppliment,Seems to be a good product. This is the brand I choose.
" October 23, 2023", United States ,3,Dolf M,Not Vegetarian/Vegan :(,Unfortunately I had to give these (and a couple other NOW products!) away to a friend when I noticed they were made with Bovine Gelatin. NOW is a fine product unless you’re avoiding animal products. Too bad.
" October 23, 2023", United States ,5,Jade Dragonfly,No clumping together,Great product. Quality company.
" October 23, 2023", United States ,5,Caridad almeida,La mejor vitamina d3,Es muy buen producto
" October 22, 2023", United States ,3,Joanna,Verificar la dosis con un médico,"Estaba tomando este producto diariamente (que es una de las sugerencias); la otra es que se tome de acuerdo a lo recomendado por el médico tratante. Recomiendo completamente esta segunda opción. La ingesta diaria me estaba generando un brote fuerte en la piel (cara, espalda, etc.) que solo se disipó cuando suspendí el medicamento. Ahora tomo la pastilla una vez cada 8 días y no he visto estos efectos. Algo para tomar en cuenta: leí que ""a menos que su médico lo recomiende, evite tomar más de 4000 UI por día"". Este medicamento excede esta ingesta máxima diaria, lo cual pudo haber generado el brote que tuve."
" October 22, 2023", United States ,1,Tamika,Creepy,When I got the package it was sealed close. I opened the package and the bottle was half way open the bottle to the seal being broken.
" October 20, 2023", United States ,5,Teresa,The perfect sized pill,I love how small these are. They're easy to take and I think they are helping me.
" October 17, 2023", United States ,5,Just Saying,Great Product,"I have ordered from this company before and never had any problems. My order came on time, well packaged and undamaged. I will order their products again."
" October 16, 2023", United States ,5,Buy&Fly,Great Vitamin D Supplement,Haven't bough this brand in months but I love NOW brand vitamin D. The pills are small and it works well. You probably won't get sick if you're regularly taking this supplement( I'm not a doctor so don't take my word for that comment).
" October 15, 2023", United States ,4,Raphael,"These seem to work, you can buy them cheaper in the store","They seem to work, easy to swallow. No more pain in my legs. The other day I saw the same brand and exact same bottle at the 99 cent store lol for $2.99 or 3.99. Will buy it there next time. I don’t like paying triple the price for something"
" October 13, 2023", United States ,5,Amazon Customer,doctor recommened,"Doctor rcommended after a deficency was noted on labs tests. I like the now brand due to being gluetn and dairy free. The pills are tiny and very easy to swallow. There is no taste/flavour at all. resonable priced. No issues, will continue to reorder."
" October 13, 2023", United States ,5,blessed85,"Contribution to Beautiful, nails, hair and skin!",Since I started taking these within the first 2 weeks I noticed my nails were stronger and actually started growing. My skin had a glow and hair felt healthier. I love these!
" October 12, 2023", United States ,5,Lisa R,Effective Quality,This high potency vitamin D3 has no aftertaste or makes your stomach feel queasy. It is a small gelcap this is easy to swallow and doesn't get stuck on its way down the hatch! It has clean ingredients from a reputable company. This brand was recommended by my chiropractor and I am happy with its efficacy and quality.
" October 12, 2023", United States ,2,S. Tillman,Took a hour to pull a part,The pills are fine but when they arrived the entire bottle of pills were stuck together.
" October 9, 2023", United States ,5,Paula P,They’re small and easy to swallow,I hope these are doing what they need to do inside me. I guess my next blood test will tell.
" October 9, 2023", United States ,2,Scott Smith,Dosage,When changing quantity from 2 pack to single the dosage is apparently different. I need 5000 IU but it changed to 2000 IU and I didn't notice. Of course non returnable. These should be seperate listings or have a drop down for the different dosages.
" October 6, 2023", United States ,5,joyful236,"Excellent brand, great pricing",Easy to swallow and great added nutrition.
" October 6, 2023", United States ,5,Durdana Ahmadova,Recomended,"excellent product and a good seller, thank you so much"
