review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" November 23, 2023", United States ,1,BigDaddy13,Instead of 120 Krill Oil Pills I Got One Huge Stuck Together Pill,"Not happy at all with Antarctic Krill Oil Pills by Carlyle. Instead of getting 120 gel cap pills I got on giant stuck together pill which I guess is meant for King Kong to make sure he’s getting his Omega 3 in.

I had to get an ice pick to drill down into the bottle breaking a few gel caps so I could dump them in my hand. The problem with doing that is I pierced several pills causing a big red Exxon Valdez Oil Spill.

I would like a replacement to see if it was just an unlucky bottle or I deserve to get my money back. I’ve been buying Kori Krill Oil and have never had an issue. I guess I should stick with what’s worked for me in the past.

Besides taking Krill Oil on a daily basis I also take a Tablespoon of Carlson Fish Oil along with 3 Tablespoons of Gaea Extra Virgin Olive Oil. I take a Tablespoon and a half in the morning along with my Carlson Fish Oil and another Tablespoon and a half of EVOO 30 minutes before dinner. I’m big into heart health adding 45 minutes of Cardio and 30 minutes or weight or resistance training 6 or 7 days a week. I don’t automatically take a day off. I listen to my body and if I feel tired or sore I may take a day off but the problem is I feel so good I rarely take that rest day. It does as much for my mental state as it does for my physical state."
" November 20, 2023", United States ,1,Amazon Customer,Item arrived damaged,"Play Video
 The item arrived damaged and is a mess. When I went to return it says not elegible for return."
" November 19, 2023", United States ,5,ron,👍👍👍,Easy to use noticed no effects on my stomach. Seems very good quality
" November 18, 2023", United States ,1,Dobie,They have changed this product!,"I have been using this product for years and had absolutely nothing but good things to say about until my last purchase. I don't know what they did, but they drastically changed this product. As soon as I opened the bottle, it had this terrible fishy smell which wasn't ever present in my previous purchases and not only that, now it has a terrible fishy after taste.
So, I immediately go to return this product just to discover it does not qualify for returns. So, they got one over on me and lost a customer in the process. I'll never purchase this product again after this experience! If a bad fishy smell and after taste don't appeal to you, I would suggest looking elsewhere for you krill oil from here on out!"
" November 17, 2023", United States ,3,Diana F. Stuart,Dosage,This Dosage of krill is to high for. Causes bowel problems.
" November 16, 2023", United States ,5,Rich O.,Great Omega 3 Krill oil which contains a large dose of the best ingredients !,"Antartic Krill Oil contains 2000mg krill oil, the Phospholipid omega 3 complex is 240 mg.
The EPA is 80 mg , Tthe DHA is 40 mg , other fatty acids are 60 mg , Phospholipids are 60 mg
Anataxanthin is 600 mg .
There is NO : gluten, wheat, milk, lactose, soy, artificial color, artificial flavor, artificial sweetener, or preservatives. This is also NON GMO .

;"
" November 16, 2023", United States ,5,Mitcheal Toles,Oil of life,New brand of oil and I love that I can get it on Amazon.
" November 14, 2023", United States ,2,Conservative Eyes,Very Low Enough EPA & DHA!...,"The most important factors are the EPA & DHA, but the EPA is 80mg & the DHA is 40mg. These two elements are way too low for the price. The higher EPA & DHA concentration, the better the results. So, I will not buy such a low concentration for the money in the future."
" November 14, 2023", United States ,1,Michael,Capsules had leaked,"Have been buying this for a while now, but this order is a total failure. The capsules in both bottles were leaking, which is the first time we've had this problem. Of course, no refunds, so am stuck."
" November 13, 2023", United States ,2,Erin J Voinski,"Terrible aftertaste, large caps","These capsules are pretty large, larger than others on the market. The aftertaste was terrible and lasted more than a day. Amazon denied a return."
" November 13, 2023", United States ,2,Kurt G. Schumacher,Broken capsules ruined two bottles,"I like this product, it's the best krill oil supplement I've found. But in a recent order I got two bottles in which the capsules were all stuck together because some of them had broken and the oil had leaked everywhere. I was not able to return them so I wrote to the seller and have had no reply after over a week."
" November 12, 2023", United States ,5,Mary Lou Riesterer,Great stuff,I take every day
" November 11, 2023", United States ,5,Bernie D.,It works,"Item as described, time!y delivery."
" November 11, 2023", United States ,1,Becky S. Hearn,This item was awful. The capsules were all stuck together and unusable.,"Do not order. When you get, they are all stuck together and unusable!"
" November 10, 2023", United States ,1,Toxaway17,Do not buy!,"All stuck together in jar. If I could get them out, I would take a picture! Waste of $$$"
" November 10, 2023", United States ,5,BEN J ROSCOE,Great product,For the price you can't beat these.
" November 9, 2023", United States ,1,Debbie Nordin,Damaged product,The bottle I opened has damaged capsules! About 15 of the capsules had broken and the contents were all over the other capsules! Unable to rinse them off due to they would start dissolving when wet!
" November 8, 2023", United States ,5,Azure,Will order again great value,Its the best oil for a nice price...
" November 7, 2023", United States ,1,Torii,Why,Does nothing.
" November 7, 2023", United States ,1,Valentina Moncayo,El producto estaba completamente podrido,"Al destapar el tarro me di cuenta que las pastillas estaban descompuestas, olían muy mal y estaban llenas de moho. Intenté devolver el producto pero no es elegible para devolución. Tuve q desechar el producto inmediatamente!"
" November 5, 2023", United States ,3,jdsergent,Smell/size of capsule,"Purchased for my daughter. However, capsules smell bad and are too large for her to swallow. Tried to process a return and it says nonrefundable. However on the main listing page it says “eligible for return”. What I didn’t know was that when you click on Eligible for return under the listing, it THEN says nonreturnable. Very deceptive and can’t get my money back. Listing needs to be clearer about eligibility for return"
" November 5, 2023", United States ,1,Betty L Henderson,Gave me a headache. Waste of money,As above.
" November 4, 2023", United States ,5,James Ebert,Krill,Improved Health
" November 3, 2023", United States ,1,andrew wayne rhodes,Awful smell,Some capsules broke in the bottle and now the whole bottle (and my kitchen) smells. I won’t be buying this product again.
" November 3, 2023", United States ,1,Dan,Disgusting and Unreturnable,"Each capsule is soaked in Krill oil. The entire bottle is wet with it on the inside. It tastes disgusting and makes your hand smell like you worked on a fishing boat it you get any of it on you.

I should have sorted reviews by most recent, and I would have never purchased.

UNRETURNABLE trash. I'll never buy from Carlyle again."
" November 2, 2023", United States ,4,Mili T.,Good Consistency,"Purchased as a supplement for my dog’s coat. Punctured capsule, and
mixed in with food, dog liked."
" November 1, 2023", United States ,5,Gary S.,Always top choice,Great value
" October 31, 2023", United States ,1,Pierra So,It is very fishy. The QC is not very stable.,this time it is very fishy that i cannot take it.
" October 30, 2023", United States ,1,Robert,All Capsules stuck together.,"Received all Capsules stuck together. Refund or exchange prohibited, not allowed, no way, no how. Sold by: Carlyle. $19.78 plus tax."
" October 29, 2023", United States ,1,Savannah,All of the capsules are stuck together,All of the capsules are stuck together!
" October 28, 2023", United States ,2,Rene Williams,Can’t get the capsules out of the bottle,My supplements arrived today. But there is a major problem. I am unable to get the supplements out of the plastic bottle. They are all fused together. I tried shaking the bottle and can’t separate them. I would like a replacement that hasn’t been sitting in a hot warehouse. 2 stars because they arrived as promised. Please and thank U.
" October 28, 2023", United States ,1,nick,Melted,Not eligible for return and no option to replace.
" October 27, 2023", United States ,1,Debbie King,Melted,The pills was all stuck together like they were melted. I’m trying to pull them apart but they keep breaking. Not happy with my purchase!!
" October 25, 2023", United States ,1,Kevin S,Melted. I should have trusted the reviews here.,"Noticed immediately that the pills on the bottom were melted together.

Opened the lid and you can see the liquid on the cap (dried) as well as a foul smell.

Probably can't even return this. I will try to get a refund."
" October 25, 2023", United States ,1,Robert in Alabama,Poor Quality,Both the capsules and the rancid smell are of poor quality. Opened the bottle and the smell filled the room. Dumped the contents on paper towels and the capsules were sticky and adhered to the inside of bottle. About 10 or so empty and broken capsules. Heed the other videos and comments from the reviews. Wish I had. Non returnable so waste of $20.
" October 25, 2023", United States ,1,Melissa G.,The safety seal was broken and the fish oil caps had leaked,Product is unusable - not safe. Safety seal was broken.
" October 25, 2023", United States ,5,Viktoria,😌 great,I like
" October 24, 2023", United States ,5,karen kunde,Great Krill oil product,"Most Krill oil capsules make me nauseated after taking them, but this one doesn't. I'm impressed! It's hard to tell if It will help me in the long run."
" October 24, 2023", United States ,1,Morganational,"Cracked capsules, horrible smell, NO RETURNS","Some of the capsules were broken upon delivery and the fish oil got allover, near impossible to wash off your fingers. BUT, there is a ""no-return"" policy so be careful."
" October 24, 2023", United States ,5,DesertPanda,"If you get heartburn from fish oil, TRY THESE","I've tried many fish oil and krill oil pills, trying to find something that doesn't give me heartburn but still provides omega 3. This is the best I've found. No fishy smell, no weird aftertastes or burps.

The only issue I found, and others have echoed, is that all my pills were fused together fr the desert heat. After they cooled down, I simply smacked the bottle around and most of them broke apart. A couple stayed stuck together (and some broke when I tried to force them apart), but all I'm all I'm very pleased with this brand!"
" October 24, 2023", United States ,5,Mary,2nd bottle purchased,Seems to make a difference.
" October 22, 2023", United States ,1,Carolyn Whitworth,Do Not buy……,The caplets are stuck together….. probably was in heat too long…..Where did this product come from????!
" October 21, 2023", United States ,5,DebC,Is what it is,No complaints... Did exactly what it was supposed to do
" October 20, 2023", United States ,2,Edith,They went rancid under a month.,They were working great until I noticed a shrimpy scent and made me burp. :( such a disappointment I bought these to avoid the rancid product you get from fish oils.
" October 19, 2023", United States ,1,Kdavis,Not able to return or replace,"Play Video
 2nd time I purchased and product has melted together."
" October 19, 2023", United States ,5,Jim Elliott,I take it daily.,Since taking the arctic Krill daily; I use less nitroglycerine!
" October 18, 2023", United States ,5,Gary T.,Quality product,"Packaging is good. No issues with the product. No bad taste or smell. Softgel size is typical with other fish oil products. Not small, but not so large you can't easily swallow it."
" October 17, 2023", United States ,1,Amazon Customer,Bad product was sent,The product melted inside the bottle. All of the pills are stuck together and they can’t be taken out of the container. L
" October 15, 2023", United States ,5,DH,Recommended by my Physician.,Nothing to dislike.
" October 15, 2023", United States ,5,Julie,Effective,"Use this as part of my heart health regimen. I take in the mornings because sometimes it gives me indigestion. Overall, it works great. No bad after taste and easy to swallow."
" October 14, 2023", United States ,1,Debbie,Krill oil 😡😡😡,"Product arrived all “clumped “ together like it was hot and melted and dried as one big lot

Went to return it and it’s not eligible

Wouldn’t even give 1 star"
" October 10, 2023", United States ,1,Katrina,"Disgusting, rancid, broken","Leaking and broken capsules. Tastes horrible and lingers in your mouth, hands stink even after washing. Have to use dish soap to scrub the stench off. No refunds or returns for this product."
" October 8, 2023", United States ,2,Christine L. Bronsart,Krill oil,I have bought these before. Never a problem. My last order the pills are leaking and smell and taste nasty.
" October 7, 2023", United States ,2,Johana castillo,Las capsules venian pegadas entre si impossible,No me agrada que Las capsules Venian pegadas entre si y no fue posible consumir
" October 6, 2023", United States ,4,Joyce L. Parton,No fish taste,Have been using this product for a number of years which we always order through Amazon. There is no fishy taste or upset to our stomachs. We are using this product instead of the more expensive Omega red. We feel this product is a good buy and have been purchasing from this seller frequently
" October 5, 2023", United States ,5,davidh7626,Waiting to see how much it affects me,No after taste.
" October 5, 2023", United States ,1,Cheryl Thomas,Melted,When I received the product it was just a big melted glob of capsules and was totally unusable. No returns accepted.
" October 4, 2023", United States ,5,Arun chopra,Using it now no issues,Been using it for while with no side effects.
" October 4, 2023", United States ,2,Carlos Carmona,Busted tablets fish taste hard to swallow,There was a bunch of busted capsules inside the bottle. Cannot swallow the taste of fish is too strong.
" October 2, 2023", United States ,5,Kazue,Krill oil.,"Great , like to recommend everyone.
Thanks."
