review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" November 6, 2021", United States ,5,TamReview,Life saver for wound care,"This has saved & extended my mom's life, I'm sure, by preventing infection in wounds for years. Wounds that don't heal quickly like ulcers need to be continually protected from bacteria. Antibiotics can't be taken long term due to bacteria developing resistance and health problems coming from continual decimation of the positive internal bacteria (probiotics) that bodies need. Enter silver! It's an element that kills bacteria on contact (iodine is another one), so spraying it on a surface will kill bacteria where it's sprayed. (By the way, I've been told we shouldn't use silver and iodine together -- they can form compounds that can cancel out each other's benefit or something.) This product offers just silver (the element, Ag) suspended as tiny particles in water (which is definition of ""colloidal""). The tiny size of particles means it can reach into and touch more surfaces and interact better (I'm unclear of mechanisms here) and hence have better killing power than larger particles. In large enough quantities, silver is toxic to humans, but in small volumes (e.g. a few sprays daily for years), I don't think it causes any harm to human cells. It also can be applied to the surface of skin, so it doesn't have to go to the gut to affect our GI tract bacteria. Highly recommend using this. It's odorless and painfree, and doesn't stain, feels like spraying on water. Silver been used in wars and other areas of the world where drugs are in short supply for a very long time to prevent and clear up infections."
" June 28, 2023", United States ,4,Sibel,Effective product,I live in central cali and air quality is bad here my cat gets lots of allergies and her eyes always watering and sneezing. Since I used this product on her eyes she is doing an amazing.
" May 28, 2018", United States ,5,Animal lover,Good for whatever ails you,"On my doctor's recommendation, I started using Severin Silver about 15 years ago for a variety of reasons.
- Initially I took it to shorten the duration of weekly herpes outbreaks (Ewww.). I take it orally and put the gel right on the herpes sore. If I'm consistent in taking it every day, however (about 1 teaspoon twice a day,) I don't even get an outbreak. But alas, I'm human and do forget. I double the dosage (about a tbsp every 2-3 hours during an outbreak) and it shortens the healing from a week to 2-3 days.
- Ditto for colds, infections, skin sores and plugged nasal passages.
- The biggest help, however, is using SS for Epstein Barr Virus. If I use it every day I keep the virus in abeyance (1-2 tsps /day.) If I forget to take it, symptoms come on after a couple of days of abstainence, but go away quickly when I start the dosage again.
- The biggest surprise was using it on impulse to get rid of a huge wart on my leg. Ewww again. I tried several other remedies to shrink it, to no avail. Then I put some of the SS gel on a cotton facial cleanser pad and taped it over the wart. I changed the ""bandage"" after every shower (daily.) I saw a difference after the second day. While it took about three weeks, I saw an improvement every time I changed the bandage. The wart, or whatever it was completely gone in 3-4 weeks and has sprouted back up for over 6 months.
- And lastly, I tried it on a few skin tags and it work on them as well. Just amazing.
I really love this stuff and particularly the Sovereign brand. Like someone else's review, I'd give it 10 stars too."
" October 16, 2023", United States ,5,Amazon Customer,Great immunity booster,It works extremely well as an immunity booster.
" February 23, 2018", United States ,5,Marly,I can't live without this!!,"After buying dozens of products for a myriad of health issues, I finally realized this is the ONLY product I need. Having been forced to take a steroid prescription, I was left with all sorts of fungal problems....itchy skin, perioral dermatitis, then something that
made me look like my face had chicken pox -- these painful little cyst-like bumps with goo inside each spot. I know what doctors
do...they prescribe cortisone for skin problems and I know this was fungal, caused by the original steroid prescription, so I then bought one topical anti fungal soap, cream, lotion, shampoo....after another, to no avail. I then thought I was getting a UTI so I
took this silver fora few days and voila, it was gone.......Of course, I got a lowered immunity from having been prescribed steroids...Now I took the silver orally because I was having to kill yeast/fungus/candida and boost my immune system. For so long, I was at my wits end. My savior was this one product....Soverign Silver....I first started taking a few drops per day and went up to dropperfuls...washing my face, then putting the silver on my face with a cotton ball, letting it dry...Adding some silver to my shampoo, to my conditioner, to my skin creams....Everything I did every day was including this silver product...Internally, topically....and then I started seeing results... very slowly....a few weeks...but I started making great progress....This is a product with miraculous results....Everyone needs at least one bottle in their house....for bug bites, cuts, burns, even things that appear on the skin or present as viruses....a sore throat, a stuffy nose....itchy eyes. I've used this silver for so many different issues. I've squirted the silver into my eyes when they were burning....(likely due to this chronic fungal
condition) and it felt soothing. There are probably thousands of conditions where this silver is better than everything else....
better than prescriptions, natural products and products designed for maybe just fungus....those anti fungal shampoos which leave
hair dry, or oily and in many cases don't work. If something is going on outside of the body, it likely needs help inside the body....
kill the ""bugs""....(and then think of replacing good bacteria with some probiotics). Honestly, I've been itching and looking at my
terrible skin for months...It's slowly starting to heal...I credit this silver product to my healing....taking it orally and putting it on my
skin. It's my miracle in a bottle!"
" May 21, 2023", United States ,4,Boston,No Taste And It’s Good!,"I haven’t had it for long. I will update my review in a few weeks to see if it made a difference. This sounds like a cure all. The bottle and box were in tact. The box looked a little old, but product is fine. No taste so it goes down easily."
" September 24, 2023", United States ,5,Valarie Anderson-Dunston,It Works,"This stuff is amazing and I use it for my whole family. I out and stopped using it for a while, and everyone in the house got a cold."
" October 8, 2023", United States ,5,Kindle Customer,It worked!,Works like advertised. Thank you for a great product.
" October 15, 2023", United States ,5,glenn schorger,this stuff works,love love love this stuff
" October 7, 2023", United States ,5,Tracy Wagner,I like it,"I use for overall health
Spray in throat and under tongue to keep immunity strong"
" August 15, 2023", United States ,5,William McLemore,Dr in a bottle. If you know the ailment.,"I've been using this specific product, for well over a decade. Actually, only it, after discussing it in a high quality Health Food store. It's like chicken soup. It may not help, but it can't hurt. The only time I get sick. Is when it isn't viral, or bacterial."
" September 23, 2023", United States ,5,DJ,Silver Gift to a friend,I love this product and I wanted to share with a friend.
" September 30, 2016", United States ,5,Deb,"Immune Booster, pet helper and Sovereign is the BEST!","Bought this to boost my immune system. LOVE. I also used it to cleanse my cat's eye when he had a little infection going on. Worked beautifully!
I am not a paid reviewer. My goal is to help like minded customers make informed purchase decisions.
I am an Amazon shopper as well, and I choose products carefully and not just for a low price! In fact, I search based on reviews. I buy ONLY what I need for myself and my family. Reading other reviews helps me to make an informed decision for my family, my health, and to live a chemical free Organic lifestyle. (As best we can. Progress not perfection.) I hope I have helped you do the same.
This is how I rate products, I hope you find it helpful.
* * * * * 5 star ~ The product description and product received matched! The product may not be flawless but met expectations and may have even exceeded expectation. I would buy this again and I would recommend it to others!
* * * * 4 star ~ The product was as advertised. May not be my favorite but would purchase again for the right price. I would recommend to others.
* * * 3 star ~ The product received may not be exactly how it was described but still a good product. If there wasn't any other products to choose from, I may purchase this one again but would probably look for alternatives. I wouldn't recommend unless no other options existed.
* * 2star ~ Either the product is not how it is advertised, failed to work or meet expectations. I wouldn't buy it again and I would not recommend to others.
* 1 star ~ Product was completely falsely advertised or didn't perform to even the lowest of expectations. I would never buy it again or want to receive it even for free. I would not recommend and even encourage others to steer clear.
Was this review helpful? Kindly click YES below if you found my review helpful"" Have a question? I would be happy to answer any questions. :-) ~ Blessings, Rev. Deb"
" April 17, 2015", United States ,5,H. Song,Amazing!!,"My 7-year-old dog developed some sort of growth on the temporal corner of his right eye in October 2014. It didn't look like a tumor and it wasn't bothering him, so I decided to just watch it. The growth was about 1/4"" long when about half of it fell off in late November. I still kept an eye on it, hoping it would just fall off on its own without veterinary intervention. However, it grew to about 1/2"" long by March 2015, and for some reason, the base of it started bleeding one night. Next morning, I immediately made a vet appointment for 3 days later. Meanwhile, I thought I'd just TRY doing something, just to stop the bleeding. I already had a 2 oz. bottle of Sovereign Silver in the house, so I sprayed some on a cotton ball and dabbed the area. A day later, I noticed nearly a half of the growth was gone. I initially thought it might have fallen off because of the bleeding or something, so I just continued dabbing with Sovereign Silver. Next day, MOST of it was gone. There was a tiny, tiny little bit of the ""base"" left, and that's all we had left to show the vet (I had to show him pictures to prove that something WAS there). The vet didn't know what the cause was, and wanted to do surgery to completely remove it and do some testing, but I decided to think about it since colloidal silver seemed to be doing something. So I continued to dab the area of the growth 2-3 times a day, and guess what? It looks as if nothing ever happened. I also used it on my dog's hot spots in the past. Sovereign Silver is definitely a keeper! I'll continue to buy it as long as they keep making it.

Now, before some of you go on judging me about how we never figured out why exactly my dog got the growth in the first place, I had about $330 worth of blood work and testing done, and everything was great. Also, the growth was definitely NOT a tumor, so I'm not claiming that colloidal silver removed my dog's eye tumor."
" April 21, 2021", United States ,5,Damon Raphael,Colloidal river may be of value in chronic nasal infection,"I am NOT using colloidal silver as a tonic. I believe that is pseudo-science.
But I am interested in its use for chronic sinus infections. I used colloidal silver for sinus infection in childhood, during the 1940s, before the antibiotic era.
Many people suffer from persistent or recurrent sinus infections that become resistant to antibiotics. The are research papers, which indicate that colloidal silver may be of some value in treating these conditions. The antibiotic resistance is attributed to the formation od a ""biofilm"" by the bacteria. The term describes the ability of some bacteria to form a protected environment, which prevents an effective level of antibiotic from inhibiting their growth or killing them. Dental plaque is an example of a biofilm.
In vitro studies (in culture medium-not in the body) have demonstrated that that colloidal silver does not penetrate the cell wall, but affects the external environment of the bacteria, stopping their growth. A colloidal silver atom has a positive charge, which causes it to be attracted to the cell wall of bacteria, according to research studies.
While colloidal silver is easily sprayed into the nose, or introduced into the nasal passages with cotton tipped applicators, it is uncertain whether such methods can deliver an effective concentration of colloidal silver to the interior of the sinus cavities, where the infection is.
I am seeing some positive results in my own condition, but whether or not, it will result in a cure, remains to be seen."
" October 6, 2023", United States ,5,Jules,Clear,I thought this was fake. But I feel fresh and so much better.
" October 7, 2023", United States ,5,Louise Brown,Best product EVER,"Live this product for just about everything! Scrapes, infection, rashes - everything!"
" April 2, 2023", United States ,5,Joanne D.,Great for People and Pets,"I have been purchasing this colloidal silver for myself and my pets for months now, and I can recommend it for purity and potency. My 11-year-old female Khaki Campbell (duck) was suffering from reproductive ailments for years, and the vet did not know how to help her. I read about colloidal silver and decided to give it a try. Within weeks, ""Libby"" began acting like her old self again, and when the vet examined her, he could not find any lumps, growths, or eggs in her abdomen. The vet was amazed and told me to continue treating Libby with the colloidal silver. I just bought a giant-sized bottle of this stuff, and I am going to keep Libby on it indefinitely. Highly recommended!"
" March 23, 2022", United States ,5,Stacy S.,Works SO WELL,"Everytime we start to feel under the weather we take this stuff and our sickness is gone!

My baby even had congestion he couldn't get over for weeks. I thought maybe it was me consuming to much dairy again and I needed to cut back (as that occurred when he was a newborn and removing dairy from my diet fixed his congestion issues he had as a result of nursing) but it didn't seem to make a difference. I decided it must be a small virus he couldn't kick so I tried a small amount of silver and the next day his congestion was gone. I didn't want to give him to much so I waited but that night it started coming back so I gave him two more doses over the next 24 hours and again the congestion disappeared. After WEEKS of having to use the nose Frida multiple times a day and his poor little cough getting worse and worse I couldn't believe he got better so quickly.

I got this in case we got sick with the Big C to help our symtoms but I'm glad I've had it on hand for other things. We've been lucky enough to stay well the past few months and I attribute that to having silver as needed."
" September 25, 2023", United States ,5,L. Shep,"Great product, thanks",This is my 3rd time buying this product. Will purchase again.
" September 17, 2023", United States ,5,Fussy,I use as a topical anesthetic,"This liquid is good on skin irritations, cut, etc, and does not burn. Cool and soothing."
" September 2, 2023", United States ,5,Aquamarine,Essential in household,"Really appreciate this product and rely on it year round but especially for dental work, wound healing for humans and animals and for the flu season. Excellent product!"
" July 20, 2019", United States ,5,Cristie L.,Sovereign Silver Is FANTASTIC!,"Sovereign Silver Bio-Active Silver Hydrosol is AH-MAZING!!! I absolutely ♥️ LOVE ♥️ it, have purchased it several times (in increasingly larger bottles, LOL 😉) and use it for a plethora of things. After doing significant research re: colloidal silver, I purchased this specific brand ""Sovereign Silver"" here on Amazon. (I'm a middle school teacher, I research EVERYTHING. It's just who I am...I can't make a purchase without doing research. Drives some of my friends and family *crazy*...oh well!)

The bottle states, ""Bio-Active Silver Hydrosol - Immune Support""...but it can be used MYRIAD different ways, including topically to put on cuts/scrapes...I have/do use it on my multiple ear/facial piercings if they start to feel achy or sore. In a day or two, all better! I also put drops of it into my dogs' water bowl [it is clear, odorless and tasteless] because it helps with their teeth cleanliness *and* it REALLY freshens their breath...MUCH better than any of the ""dog breath fresheners"" on the market. (How do I know this, you ask? The answer is that I've tried all of them (or *at least* 35-40 of them, LOL!)

I adore my dogs (both rescues) but as they've aged, their oral hygiene has become more difficult to manage. My chihuahua is now 18 years old, has become almost completely deaf, and has the stinkiest breath you can imagine! 🐶😆 However, I love him BIG ♥️ and would try ANYTHING to make him happy, comfortable and healthy. Adding a few drops of Sovereign Silver to his water every day is such an easy way to keep his teeth/gums healthy AND to freshen his breath...I don't have to struggle to get a canine toothbrush/toothpaste into his tiny mouth (something he HATES) *and* something that really never fully addressed the ""bad breath"" issue.

If you are looking for colloidal silver, I highly recommend purchasing this particular brand, ""Sovereign Silver."" You won't be disappointed!"
" August 6, 2021", United States ,5,biz888,MY SEVERE ALLERGIES are GONE in TWO DAYS!!!,"Five days ago, I bought Colloidal Silver to splash on my face as I did micro needling & a bit of fibroblast as recommended by the wonderful TJ Tutorials on youtube. I didn't realize the one I bought was 10ppm and that there are different strengths. I read the positive reviews on how it cures allergies. Well, I have 365 days allergy; my sinus won't stop from running, eyes itching if I don't take Allegra. I take double 24 hours Allegra every morning and Benadryl before I go to sleep. That doesn't include the TWO years of allergy injection once a week! I take AC vinegar to neutralize all these meds and get them out of my body every day. I started taking it 5 days ago, and I noticed the following day, my nose was all dry! No runny nose! I stopped taking the Allegra, and yesterday I stopped the Benadryl as well. I can't believe it! OMG, I am healed. NO runny nose, no itchy eyes even around the cats! So, I increased the dosage to this 500ppm. If the 10ppm healed me in two days, what more with this?"
" September 8, 2023", United States ,5,Emory J Howell,I can run a marathan,I love my new energy
" September 24, 2023", United States ,5,jon,Works well,Works well in the nebulizers we have for our children
" December 1, 2014", United States ,5,Neem,Miraculous Results,"I cannot say enough about this product. My daughter brought it to my attention when I developed a skin rash that ran over 1/2 of my body within 24 hours. It was so itchy. Even Rx steriod creams didn't help. I was miserable. She brought me a bottle of this product and I applied it all over. Within minutes the itch was relieved and within 24 hours (more applications every few hours) there was significant healing . It has been about 10 days (and I ordered this bottle as I was getting low on the bottle she brought me) and I am continuing to heal. Rash is just about gone. I should say that I combined this with Vetiver essential oil which is supposed to have healing properties for rashes as well. Between the 2 products I have had very good response.

I have also been taking it internally as recommended on the label.

I also have a dog who has an eye infection. I was giving her Terramycin eye ointment for her infection and it wasn't getting better. So I tried this and overnight I saw significant improvement. At this rate I'm thinking she will be free of infection within a couple of days.

I will not be without this product in my first aid cabinet, ever.

My granddaughter had an outbreak of pimples (no doubt monthly hormones were the cause) and we put this on her outbreak. She uses Pro-active which is very helpful, but this product worked to heal within 2 days.

While waiting for this order I shopped at the local vitamin store and while looking at collodial silver products I asked the ownr if the 30 PPM product would be better than this one which is 10PPM. He said no because this product has the smallest molecular structure which make it more readily deposited in the body (not his exact words, but something to that effect). So stick with this product."
" February 7, 2021", United States ,5,serena Lamla,GREAT UNIVERSAL HEALING POTION,"Everyone should have Colloidal Silver in the house! This natural healer has a long list of beneficial therapeutic properties from boosting your immune system to treating skin infections. Google it! ;)
I recently had been unsuccessfully trying to heal a nasty allergic reaction that turned infected and then into a lingering skin inflammation. To this day, I don't know how I could have forgotten about the two powerhouse healers, Colloidal Silver, as well as Aloe Vera. As soon as I applied a high quality liquified form of Aloe Vera (being able to deeply penetrate skin layers), as well as the amazing ""SOVEREIGN SILVER FIRST AID TOPICAL HEALING GEL"", my poor and by then confused and over irritated skin said ""ahhh, finally"" and turned the corner into the direction of improvement and regeneration. Our body speaks to us, all we have to do is learn how to listen.
I am currently using, and shall continue to do so on a daily basis, the Sovereign Silver Colloidal Silver, internally for immune system maintenance as well as sprayed on my skin whenever there is any irritation, and their *****First Aid Gel***** is from now on a staple in my medicine cabinet. I highly recommend Colloidal Silver and the SOVEREIGN SILVER brand in particular, as this company has proven their product excellence for many years."
" August 1, 2023", United States ,5,rdJohn3,Great!,"Great stuff, don't want to narrow benefits down to my use but it my needs. Probably beneficial to our health on many levels."
" August 7, 2023", United States ,5,Patti Jo Tate-Stoutt,Very happy!!,I have bought this product several times . It is a staple product in my household. I not only use it for myself but I give to my furbabies also when needed.
" April 28, 2020", United States ,5,Wendy Lou,THIS WORKS!!!,"I have a boxer pup that has Puppy Pyoderma (Staphylococcus bacteria) all over her body. She had it when I got her and it just got worse and worse. I spent quite a bit of money at the vets, for antibiotics and shampoos. These only held the problem at bay. My poor pup would itch and scratch herself all the time. She had small pus filled bumps all over her body and legs, she was missing hair and had red raw skin. I did not want to continue to have her on antibiotics and give her more problems. I found this Silver product searching for a more natural cure for her bacteria infection, and read the reviews. I decided why not try it. I am so pleased with the results so far. With in 3 days I started seeing less bumps on her body everywhere, and it just keeps getting better. She has had this infection for about 6 months, it was what they call a deep infection, so it had a strong hold on her body. She has been on the Silver for 1 week now, and almost all her bumps are gone. She has some still on her legs, but they are slowly going away. She looks like a normal healthy young dog now, not like she got into a hornets nest. I will be using this Silver for my dogs and for myself and family. It can help with many things from what I have read about it. If you have doubts buy a small bottle. You might be glad you tried it, I am so glad I did. IT WORKS!"
" July 28, 2023", United States ,5,Jeanine,Im hooked,"Ive been using this product for myself and dogs for 3 months for immunity support.

It has also works great for scraps and skin irritation."
" September 4, 2023", United States ,3,Karmin,"Good product, bad delivery",The product is great but it arrived with the box drenched and almost falling apart from the bottle leaking. The top was loose. I’m just glad the entire bottle didn’t leak out .
" July 8, 2023", United States ,5,Nancy,My P.A. recommended this product,"I was hearing my pulse in one ear. Noisy! My P.A. checked me out, then suggested I use this product. It worked! I no longer hear my pulse in my ear & I still use this product."
" November 3, 2021", United States ,5,amidstthealders,Acne Holy Grail,"I’m allergic to palm, coconut and witch hazel and ALL of the derivatives… which are in everything cosmetic: moisturizers, toners, lotions, hand soap, toothpaste, mouth wash, shampoos, conditioners, and even toilet paper. They’re also in most foods… which is super fun because my main symptoms after I’ve accidentally ingested the tiniest molecule… is cystic acne. I have learned enough to stay away, but I can’t clean my oil skin with anything except water, which leads to more acne. It’s been a super fun cycle.

Enter this. Someone in my coconut allergy group on FB said she cleaned her skin with it and it cleared up her face. I already had this bottle on hand and had forgotten about it, so I gave it a shot. My face finally cleared up after 2 days of use, but I noticed a difference the next morning after only one use. Someone it controls my oil production, so I wipe my face with water on a cloth, then fab this all over. My scars are fading faster too.

New holy grail for acne care and I won’t be without it."
" August 13, 2023", United States ,5,Lady Jane,Best Quality Silver Hydrosol,"If you want to boost your immune system and feel safe using the highest quality colloidal silver, then this is the best product."
" September 19, 2023", United States ,5,Amazon Customer,Great product,"Arrived on time, will order again"
" January 14, 2024", United States ,4,Tillie,Wonderful,I love this stuff. I use it for so many things it is a staple in my home.
" January 14, 2024", United States ,1,Celia,Bottles arrived broken,Tried to report the broken bottles and got told to contact manufacturer directly. Not buying from here again.
" January 12, 2024", United States ,5,Geoff,Hydrosilver,Works on contact practically.
" January 12, 2024", United States ,5,Rooferbabe,THE BEST!!!,"I always keep this product in my home, whether it is for me or my pets or someone I may know you cannot beat Sovereign for quality🥰🤗👍"
" January 12, 2024", United States ,3,Kelly,Thei may not be great to take orally,It was brown seemed really strong- bought a different brand & it’s much better
" January 11, 2024", United States ,5,john tarango,Good product.,Order was filled accurately and was as advertised.
" January 11, 2024", United States ,5,chris osorio,Boost your Immune System.,I like to take this every morning and there’s absolutely no taste to this.
" January 11, 2024", United States ,1,pamela,Looks and taste like water,"Received my bottle today. Bottle was sealed never used this product before so didn’t know what to expect after receiving the product I looked at some of the reviews a lot of people were saying that the color is supposed to be an Amber color. The bottle I received was not Amber in color, it looked just like water and taste just like water. No flavor whatsoever just curious did I get ripped off?"
" January 10, 2024", United States ,5,C.S.K.,Excellent product,Have been using this product for years. Has many medicinal benefits. Supplier honest and reliable.
" January 10, 2024", United States ,5,Tom,Excellent Quality!!!,Excellent product at an excellent price 👏 👌
" January 9, 2024", United States ,5,Kristin,Great for immunity!,Absolutely love this stuff! It’s a holistic way to work on your immunity and it taste like water. My kids even take it!! Has a slight after taste but nothing some water can’t fix.
" January 8, 2024", United States ,5,Tiffany Quach,It works !,"Honestly, this saved my pink eye! It worked within 1-2 hours. Please carefully read the ingredients prior to purchasing because it may affect differently to others or yourself."
" January 3, 2024", United States ,2,Pen,No noticeable improvement,Easy to use. Left a metallic taste in mouth for days afterward. Seems to have resulted in gum and tooth sensitivity. No noticeable improvement in the condition that it was purchased for.
" January 2, 2024", United States ,5,Russell Sperry,The Best!!!!,This is the best product on the market.⁸
" December 31, 2023", United States ,5,Britt,Good product,This stuff is great. I've used it for so many things.
" December 29, 2023", United States ,1,Kat,not worth buying,"was sick with Covid was hoping this would help beef me up to get over it better, I could not even tell I was taking it, I do not recommend it."
" December 29, 2023", United States ,1,Mike S,This is Silver... It doesn't go inside your body,"Anyone who's taking this is buying snake oil and not doing any research. Silver is a mineral that the body doesn't need and is toxic long term. Your skin will discolor, you'll probably have other organ issues as well and possible..."
" December 25, 2023", United States ,5,Bethany,Natural remedy,"Love this brand, great value!"
" December 22, 2023", United States ,5,Gabriel Garcia,Great quality product!,I like that it doesn't have any bad taste of after taste. This product worked for what we needed it for. I would recommend this product 100%! Love this product!
" December 20, 2023", United States ,1,Antonio Castillo Bonilla,The bottle arrived broken,"The bottle was broken, so i cannot write a review"
" December 18, 2023", United States ,1,Amazon Customer,Poison,This will kill you
" December 18, 2023", United States ,5,Eddie Higgins,Good stuff,I use this in my mineral cocktail every morning.
" December 18, 2023", United States ,1,Paul Willis,Nonsense,I can’t believe this crap is sold on this site. Like most supplements it is not truly verified and god knows what is in it. I wouldn’t buy magic juice out of someone’s car trunk and this is basically that.
" December 16, 2023", United States ,4,Juan Francisco Lopez,Good,Excelente
" December 16, 2023", United States ,5,Amazon Customer,Love this stuff!,Great product works great for me and my kids! Came fast too! Will definitely order again!
" December 16, 2023", United States ,1,Basementbrasscompany,Broken bottle,Showed up broken.
" December 15, 2023", United States ,5,ROCKET,Great product,Good quality
" December 12, 2023", United States ,4,Mariana Bluthgen,Defensas altas,Me lo recomendaron para subir las defensas
" December 10, 2023", United States ,5,Amazon Customer,It’s the Best & Big,I was happy to receive this quickly when I was sick. It’s a big jar and I love this companies products. I have used them for at least a decade. It’s a quality product and it came well packaged since it’s in a glass container.
" December 9, 2023", United States ,4,DejaLiyah,Not sure if it does anything,I got this because I had a 2+ month sinus / throat infection and nothing was working. I got this and didn’t see any improvement. After trying EVERYTHING I realized that i have ALLERGIES and that is what my flare up was. This did not help but I am finally getting relief from quercetin + vitamin C plus allergy medication + drinking nettle tea. I also ordered other stuff as well. I’ll still hold on to this stuff but it didn’t help my condition.
" December 7, 2023", United States ,5,Aurora Roberts,saves time filing,na
" December 6, 2023", United States ,5,poop on a stick,This is a regular purchase for us,This is just something we constantly have on hand. Always the same high quality every time. Everyone in our family enjoys the benefits of silver and this brand is the only one i trust.
" December 5, 2023", United States ,4,Red Dog,Healthy,Your stuff works great
" December 5, 2023", United States ,5,Alafia,Pink eye,Used this daily after seeing reviews on tiktok. So glad to have come across this product. Highly recommended.
" December 3, 2023", United States ,5,Karlyn,Review of product,Arrived early and is easy to take...does not taste bad at all
" December 2, 2023", United States ,4,Shannon,Product seems fine. Cannot tell is it has helped though.,Hard to say this product is effective althought I know silver is very beneficial in stimulating the immune system. The taste is like water but thicker. Glass bottle so that is good. But who knows. Hard to rate. I would say neutral at this point. Will see if I purchase a second bottle.
" December 1, 2023", United States ,5,C.C. Hoffman,have been using for years,"This is a good brand of silver, boosts immune system, and tastes fine"
" November 30, 2023", United States ,4,Carolyn Boyce,Good for the body,It have a taste that I never taste before.
" November 27, 2023", United States ,1,Ree ree,Idk,I bought 2 at 2seprate yikes in the same month why in the hell does one taste bad
" November 27, 2023", United States ,5,Kerri A.,Great product,Good stuff!!
" November 26, 2023", United States ,5,Beverly N.,Amazing and healing product,easy application and great benefits to using this product. Quick ship with a great price
" November 25, 2023", United States ,5,Advanced K and B,Colloidal silver,As I expected
" November 24, 2023", United States ,4,EMTBilliam,Works Great!,My wife uses this daily! No complaints!
" November 22, 2023", United States ,1,Kindle Customer,Does not have absorption,"After researching this product against colloidal silver(which should ALWAYS be an amber color), the only information I found was the Sovereign Silver(supplier) website or other websites linked to them. I didn't realize this at the time so I ordered this product. After receiving this I noticed this is a completely different product than colloidal silver and a clear color. I dug up a medical research on colloidal and silver hydrosol and the colorless counterparts had no absorption in the body. Colloidal Silver which is the amber color always, has been used since the 1800's and researched well. Hydrosol, even if it's 'bio active' has no benefits on the body because the body cannot absorb it. I recommend MesoSilver, Silver Wings and Coated Silver brands after looking into this. As far as the PPM for you, you'll have to do your own research!"
" November 20, 2023", United States ,2,JP,Poor,I disliked the fact that the dropper would not fill. Maybe filled up 1/4 th the way. I couldn’t tell it was doing anything toward fighting infection
" November 19, 2023", United States ,5,Maria D,Amazing Product,"I’ve been taking it for immune support and also for my kids. I’ve researched silver and it’s an excellent product for overall health. The quality is amazing, tastes fine, I add water, it’s easy to use and it’s exceptional value for money! I couldn’t be happier."
" November 18, 2023", United States ,5,Sasha,The best!,This stuff is my go-to for whatever is ailing me or my kiddo. Came quickly in perfect condition! Life saver to have it delivered so fast.
" November 16, 2023", United States ,5,KC,Perfect for what I was looking for,"I have used this product for over five years. however, I was buying it from a different vender. I am very happy that I looked for this product on Amazon, due to its price and size. It was much better here then from said other vender. The product itself is as has always been a very good product and one I plan on continuing on using."
" November 15, 2023", United States ,5,Marilyn Sheehan,Good Silver,I like this silver. Works well.
" November 15, 2023", United States ,5,Gianna,very good benifits,I got this for me and hubby and I started giving it to my kids also
" November 15, 2023", United States ,5,Donna Green,Good product!,It works well for me.
" November 12, 2023", United States ,5,Marisa Garrett,Great Product,"Great product, use it everyday in my opinion to see results"
" November 9, 2023", United States ,5,J Jones,Immune support,I've used colloidal silver for years & only this brand! Great product!
" November 8, 2023", United States ,5,ReviewsByGrace,Bio-Active Silver Hydrosol,"This arrived within two days of ordering and there were no issues with breakage or leaking.

As others have said, this tastes like water. This is true. It doesn't have a scent, either.

I ordered this for the health benefits I've read about. Fingers crossed🤞"
" November 6, 2023", United States ,5,GranaMac,Great product!,This silver is a great product!
" November 5, 2023", United States ,5,RDHS,Helps boost your immune system’s,I take this all winter long
" November 3, 2023", United States ,5,5 star. Product on time.,Awesome Product,Love the product.
" October 31, 2023", United States ,5,Denise crowell,Work wonders,I have no complaints about this product.
" October 28, 2023", United States ,5,Lauraine Jessica,Good stuff,Immune system refresher.
" October 27, 2023", United States ,5,Stephanie,Good product,Good product will buy again!
" October 26, 2023", United States ,5,Gary Whitaker,Item arrived as advertised and fast.,Item arrived as advertised and fast.
" October 25, 2023", United States ,5,Judi S,Great for my soaps,Easy to use dropper for measuring. Works as Intended.
" October 24, 2023", United States ,1,Janine K. Garci,not for me,I have yet to see or feel any difference with this. Ingested or directly applied onto my skin. Used for molluscum.
" October 23, 2023", United States ,5,Mrs. Marm,Love it,Great product. Great company
" October 21, 2023", United States ,1,Hardskullz,This is a snake oil scam!!!,"This is poison!! and a snake oil scam! There is NO scientific or clinical evidence whatsoever that ingesting colloidal silver solution orally can benefit your health. Silver has no known functions or benefits to the human body when taken by mouth, and it is not an essential mineral. In fact taking silver solution in the long run can have serious side effects, it can permanently turn your skin into a bluish tint and can also damage your kidneys and liver, and can alter brain function. Do your research and be informed!!!"
" October 20, 2023", United States ,5,Ethel R Ash,How it helps with your health,"Have not used it and looking to
use it because of a neighbor been using it for three years .
And very pleased with it.
Talk with ur Medical Team first."
" October 16, 2023", United States ,5,Amazon Customer,Great immunity booster,It works extremely well as an immunity booster.
" October 15, 2023", United States ,5,glenn schorger,this stuff works,love love love this stuff
" October 9, 2023", United States ,1,Peg C.,No help,"Sounds strange, but it caused nightmares"
" October 8, 2023", United States ,2,Amazon Customer,Do your research before you buy,"Unfortunately I bought this before doing research, read the reviews and did research. Yes, totally my fault. Learn from my mistake and do research on this product outside of this site. One thing I found out is it can cause your skin to turn a different color..."
" October 8, 2023", United States ,5,Kindle Customer,It worked!,Works like advertised. Thank you for a great product.
" October 7, 2023", United States ,5,Louise Brown,Best product EVER,"Live this product for just about everything! Scrapes, infection, rashes - everything!"
