ID,review_dates,name,review_ratings,reviews,Blood and lymphatic system disorders,Cardiac disorders,Congenital familial and genetic disorders,Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,Injury poisoning and procedural complications,Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,Neoplasms benign malignant and unspecified (incl cysts and polyps),Nervous system disorders,Pregnancy puerperium and perinatal conditions,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,Respiratory thoracic and mediastinal disorders,Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,Product issues,Positive effects,Correct review,Incorrect review,Incompatibility
1457,2024-01-10,Colloidal_silver,5,Have been using this product for years. Has many medicinal benefits. Supplier honest and reliable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1458,2024-01-11,Colloidal_silver,5,I like to take this every morning and there’s absolutely no taste to this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1459,2024-01-14,Colloidal_silver,4,I love this stuff. I use it for so many things it is a staple in my home.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1460,2024-01-11,Colloidal_silver,5,Order was filled accurately and was as advertised.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1461,2024-01-08,Colloidal_silver,5,"Honestly, this saved my pink eye! It worked within 1-2 hours. Please carefully read the ingredients prior to purchasing because it may affect differently to others or yourself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1462,2023-12-09,Colloidal_silver,4,I got this because I had a 2+ month sinus / throat infection and nothing was working. I got this and didn’t see any improvement. After trying EVERYTHING I realized that i have ALLERGIES and that is what my flare up was. This did not help but I am finally getting relief from quercetin + vitamin C plus allergy medication + drinking nettle tea. I also ordered other stuff as well. I’ll still hold on to this stuff but it didn’t help my condition.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1463,2024-01-10,Colloidal_silver,5,Excellent product at an excellent price 👏 👌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1464,2024-01-12,Colloidal_silver,5,Works on contact practically.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1465,2023-12-02,Colloidal_silver,4,Hard to say this product is effective althought I know silver is very beneficial in stimulating the immune system. The taste is like water but thicker. Glass bottle so that is good. But who knows. Hard to rate. I would say neutral at this point. Will see if I purchase a second bottle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1466,2024-01-02,Colloidal_silver,5,This is the best product on the market.⁸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1467,2023-12-22,Colloidal_silver,5,I like that it doesn't have any bad taste of after taste. This product worked for what we needed it for. I would recommend this product 100%! Love this product!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1468,2023-12-31,Colloidal_silver,5,This stuff is great. I've used it for so many things.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1469,2023-12-10,Colloidal_silver,5,I was happy to receive this quickly when I was sick. It’s a big jar and I love this companies products. I have used them for at least a decade. It’s a quality product and it came well packaged since it’s in a glass container.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1470,2023-12-12,Colloidal_silver,4,Me lo recomendaron para subir las defensas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1472,2023-12-25,Colloidal_silver,5,"Love this brand, great value!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1473,2023-12-16,Colloidal_silver,4,Excelente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1474,2023-12-16,Colloidal_silver,5,Great product works great for me and my kids! Came fast too! Will definitely order again!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1475,2023-12-18,Colloidal_silver,5,I use this in my mineral cocktail every morning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1476,2023-12-06,Colloidal_silver,5,This is just something we constantly have on hand. Always the same high quality every time. Everyone in our family enjoys the benefits of silver and this brand is the only one i trust.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1477,2023-11-30,Colloidal_silver,4,It have a taste that I never taste before.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1478,2023-12-05,Colloidal_silver,4,Your stuff works great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1480,2023-11-16,Colloidal_silver,5,"I have used this product for over five years. however, I was buying it from a different vender. I am very happy that I looked for this product on Amazon, due to its price and size. It was much better here then from said other vender. The product itself is as has always been a very good product and one I plan on continuing on using.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1481,2023-11-24,Colloidal_silver,4,My wife uses this daily! No complaints!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1482,2023-12-15,Colloidal_silver,5,Good quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1483,2023-12-03,Colloidal_silver,5,Arrived early and is easy to take...does not taste bad at all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1484,2023-12-05,Colloidal_silver,5,Used this daily after seeing reviews on tiktok. So glad to have come across this product. Highly recommended.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1485,2023-12-01,Colloidal_silver,5,"This is a good brand of silver, boosts immune system, and tastes fine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1486,2023-12-07,Colloidal_silver,5,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1487,2023-11-18,Colloidal_silver,5,This stuff is my go-to for whatever is ailing me or my kiddo. Came quickly in perfect condition! Life saver to have it delivered so fast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1488,2023-11-25,Colloidal_silver,5,As I expected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1489,2023-11-27,Colloidal_silver,5,Good stuff!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1492,2023-11-15,Colloidal_silver,5,I got this for me and hubby and I started giving it to my kids also,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1493,2023-11-12,Colloidal_silver,5,"Great product, use it everyday in my opinion to see results",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1494,2023-11-15,Colloidal_silver,5,I like this silver. Works well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1496,2023-11-15,Colloidal_silver,5,It works well for me.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1497,2024-01-12,Colloidal_silver,3,It was brown seemed really strong- bought a different brand & it’s much better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1498,2023-11-09,Colloidal_silver,5,I've used colloidal silver for years & only this brand! Great product!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1501,2023-11-05,Colloidal_silver,5,I take this all winter long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1503,2023-10-20,Colloidal_silver,5,"Have not used it and looking to
use it because of a neighbor been using it for three years .
And very pleased with it.
Talk with ur Medical Team first.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1504,2023-10-31,Colloidal_silver,5,I have no complaints about this product.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1505,2023-09-10,Colloidal_silver,4,Different taste but not bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1508,2023-10-25,Colloidal_silver,5,Easy to use dropper for measuring. Works as Intended.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1509,2023-10-27,Colloidal_silver,5,Good product will buy again!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1510,2023-10-26,Colloidal_silver,5,Item arrived as advertised and fast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1511,2023-09-17,Colloidal_silver,5,I was recommended by another person on a Facebook group to try this for discoloration. I’ve been applying it to my face and hands daily and seeing spots lighten up and some disappear after only a week of use! I’ll continue to use and hope all discoloration is gone.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1512,2023-10-28,Colloidal_silver,5,Immune system refresher.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1513,2023-10-06,Colloidal_silver,5,"I have been using this Sovereign Silver for many years. You really can't prove what it may have prevented, but my Doctor takes it every day and that's good enough for me.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1514,2023-10-23,Colloidal_silver,5,Great product. Great company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1518,2023-06-28,Colloidal_silver,4,I live in central cali and air quality is bad here my cat gets lots of allergies and her eyes always watering and sneezing. Since I used this product on her eyes she is doing an amazing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1520,2023-10-16,Colloidal_silver,5,It works extremely well as an immunity booster.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1522,2023-05-21,Colloidal_silver,4,"I haven’t had it for long. I will update my review in a few weeks to see if it made a difference. This sounds like a cure all. The bottle and box were in tact. The box looked a little old, but product is fine. No taste so it goes down easily.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1523,2023-09-24,Colloidal_silver,5,"This stuff is amazing and I use it for my whole family. I out and stopped using it for a while, and everyone in the house got a cold.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1524,2023-10-08,Colloidal_silver,5,Works like advertised. Thank you for a great product.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1525,2023-10-15,Colloidal_silver,5,love love love this stuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1526,2023-10-07,Colloidal_silver,5,"I use for overall health
Spray in throat and under tongue to keep immunity strong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1527,2023-08-15,Colloidal_silver,5,"I've been using this specific product, for well over a decade. Actually, only it, after discussing it in a high quality Health Food store. It's like chicken soup. It may not help, but it can't hurt. The only time I get sick. Is when it isn't viral, or bacterial.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1528,2023-09-23,Colloidal_silver,5,I love this product and I wanted to share with a friend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1532,2023-10-06,Colloidal_silver,5,I thought this was fake. But I feel fresh and so much better.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1533,2023-10-07,Colloidal_silver,5,"Live this product for just about everything! Scrapes, infection, rashes - everything!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1536,2023-09-25,Colloidal_silver,5,This is my 3rd time buying this product. Will purchase again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1537,2023-09-17,Colloidal_silver,5,"This liquid is good on skin irritations, cut, etc, and does not burn. Cool and soothing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1538,2023-09-02,Colloidal_silver,5,"Really appreciate this product and rely on it year round but especially for dental work, wound healing for humans and animals and for the flu season. Excellent product!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1541,2023-09-08,Colloidal_silver,5,I love my new energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1542,2023-09-24,Colloidal_silver,5,Works well in the nebulizers we have for our children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1545,2023-08-01,Colloidal_silver,5,"Great stuff, don't want to narrow benefits down to my use but it my needs. Probably beneficial to our health on many levels.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1546,2023-08-07,Colloidal_silver,5,I have bought this product several times . It is a staple product in my household. I not only use it for myself but I give to my furbabies also when needed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1548,2023-07-28,Colloidal_silver,5,"Ive been using this product for myself and dogs for 3 months for immunity support.

It has also works great for scraps and skin irritation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1549,2023-09-04,Colloidal_silver,3,The product is great but it arrived with the box drenched and almost falling apart from the bottle leaking. The top was loose. I’m just glad the entire bottle didn’t leak out .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1550,2023-07-08,Colloidal_silver,5,"I was hearing my pulse in one ear. Noisy! My P.A. checked me out, then suggested I use this product. It worked! I no longer hear my pulse in my ear & I still use this product.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1552,2023-08-13,Colloidal_silver,5,"If you want to boost your immune system and feel safe using the highest quality colloidal silver, then this is the best product.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1553,2023-09-19,Colloidal_silver,5,"Arrived on time, will order again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1554,2024-01-14,Colloidal_silver,4,I love this stuff. I use it for so many things it is a staple in my home.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1555,2024-01-14,Colloidal_silver,1,Tried to report the broken bottles and got told to contact manufacturer directly. Not buying from here again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1556,2024-01-12,Colloidal_silver,5,Works on contact practically.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1557,2024-01-12,Colloidal_silver,5,"I always keep this product in my home, whether it is for me or my pets or someone I may know you cannot beat Sovereign for quality🥰🤗👍",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1558,2024-01-12,Colloidal_silver,3,It was brown seemed really strong- bought a different brand & it’s much better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1559,2024-01-11,Colloidal_silver,5,Order was filled accurately and was as advertised.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1560,2024-01-11,Colloidal_silver,5,I like to take this every morning and there’s absolutely no taste to this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1561,2024-01-11,Colloidal_silver,1,"Received my bottle today. Bottle was sealed never used this product before so didn’t know what to expect after receiving the product I looked at some of the reviews a lot of people were saying that the color is supposed to be an Amber color. The bottle I received was not Amber in color, it looked just like water and taste just like water. No flavor whatsoever just curious did I get ripped off?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1562,2024-01-10,Colloidal_silver,5,Have been using this product for years. Has many medicinal benefits. Supplier honest and reliable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1563,2024-01-10,Colloidal_silver,5,Excellent product at an excellent price 👏 👌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1564,2024-01-09,Colloidal_silver,5,Absolutely love this stuff! It’s a holistic way to work on your immunity and it taste like water. My kids even take it!! Has a slight after taste but nothing some water can’t fix.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1565,2024-01-08,Colloidal_silver,5,"Honestly, this saved my pink eye! It worked within 1-2 hours. Please carefully read the ingredients prior to purchasing because it may affect differently to others or yourself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1566,2024-01-03,Colloidal_silver,2,Easy to use. Left a metallic taste in mouth for days afterward. Seems to have resulted in gum and tooth sensitivity. No noticeable improvement in the condition that it was purchased for.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1567,2024-01-02,Colloidal_silver,5,This is the best product on the market.⁸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1568,2023-12-31,Colloidal_silver,5,This stuff is great. I've used it for so many things.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1569,2023-12-29,Colloidal_silver,1,"was sick with Covid was hoping this would help beef me up to get over it better, I could not even tell I was taking it, I do not recommend it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1570,2023-12-29,Colloidal_silver,1,"Anyone who's taking this is buying snake oil and not doing any research. Silver is a mineral that the body doesn't need and is toxic long term. Your skin will discolor, you'll probably have other organ issues as well and possible...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1571,2023-12-25,Colloidal_silver,5,"Love this brand, great value!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1572,2023-12-22,Colloidal_silver,5,I like that it doesn't have any bad taste of after taste. This product worked for what we needed it for. I would recommend this product 100%! Love this product!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1573,2023-12-20,Colloidal_silver,1,"The bottle was broken, so i cannot write a review",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1574,2023-12-18,Colloidal_silver,1,This will kill you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1575,2023-12-18,Colloidal_silver,5,I use this in my mineral cocktail every morning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1576,2023-12-18,Colloidal_silver,1,I can’t believe this crap is sold on this site. Like most supplements it is not truly verified and god knows what is in it. I wouldn’t buy magic juice out of someone’s car trunk and this is basically that.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1577,2023-12-16,Colloidal_silver,4,Excelente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1578,2023-12-16,Colloidal_silver,5,Great product works great for me and my kids! Came fast too! Will definitely order again!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1579,2023-12-16,Colloidal_silver,1,Showed up broken.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1580,2023-12-15,Colloidal_silver,5,Good quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1581,2023-12-12,Colloidal_silver,4,Me lo recomendaron para subir las defensas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1582,2023-12-10,Colloidal_silver,5,I was happy to receive this quickly when I was sick. It’s a big jar and I love this companies products. I have used them for at least a decade. It’s a quality product and it came well packaged since it’s in a glass container.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1583,2023-12-09,Colloidal_silver,4,I got this because I had a 2+ month sinus / throat infection and nothing was working. I got this and didn’t see any improvement. After trying EVERYTHING I realized that i have ALLERGIES and that is what my flare up was. This did not help but I am finally getting relief from quercetin + vitamin C plus allergy medication + drinking nettle tea. I also ordered other stuff as well. I’ll still hold on to this stuff but it didn’t help my condition.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1584,2023-12-07,Colloidal_silver,5,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1585,2023-12-06,Colloidal_silver,5,This is just something we constantly have on hand. Always the same high quality every time. Everyone in our family enjoys the benefits of silver and this brand is the only one i trust.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1586,2023-12-05,Colloidal_silver,4,Your stuff works great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1587,2023-12-05,Colloidal_silver,5,Used this daily after seeing reviews on tiktok. So glad to have come across this product. Highly recommended.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1588,2023-12-03,Colloidal_silver,5,Arrived early and is easy to take...does not taste bad at all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1589,2023-12-02,Colloidal_silver,4,Hard to say this product is effective althought I know silver is very beneficial in stimulating the immune system. The taste is like water but thicker. Glass bottle so that is good. But who knows. Hard to rate. I would say neutral at this point. Will see if I purchase a second bottle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1590,2023-12-01,Colloidal_silver,5,"This is a good brand of silver, boosts immune system, and tastes fine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1591,2023-11-30,Colloidal_silver,4,It have a taste that I never taste before.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1592,2023-11-27,Colloidal_silver,1,I bought 2 at 2seprate yikes in the same month why in the hell does one taste bad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1593,2023-11-27,Colloidal_silver,5,Good stuff!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1594,2023-11-26,Colloidal_silver,5,easy application and great benefits to using this product. Quick ship with a great price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1595,2023-11-25,Colloidal_silver,5,As I expected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1596,2023-11-24,Colloidal_silver,4,My wife uses this daily! No complaints!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1598,2023-11-20,Colloidal_silver,2,I disliked the fact that the dropper would not fill. Maybe filled up 1/4 th the way. I couldn’t tell it was doing anything toward fighting infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1599,2023-11-19,Colloidal_silver,5,"I’ve been taking it for immune support and also for my kids. I’ve researched silver and it’s an excellent product for overall health. The quality is amazing, tastes fine, I add water, it’s easy to use and it’s exceptional value for money! I couldn’t be happier.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1600,2023-11-18,Colloidal_silver,5,This stuff is my go-to for whatever is ailing me or my kiddo. Came quickly in perfect condition! Life saver to have it delivered so fast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
