ID,name,dates,сondition,overall rating,reviews
202,B000OA6Z6O,2024-01-12,THE BEST!!!,5.0,"I always keep this product in my home, whether it is for me or my pets or someone I may know you cannot beat Sovereign for quality🥰🤗👍"
203,B000OA6Z6O,2024-01-09,Great for immunity!,5.0,Absolutely love this stuff! It’s a holistic way to work on your immunity and it taste like water. My kids even take it!! Has a slight after taste but nothing some water can’t fix.
204,B000OA6Z6O,2024-01-10,Excellent product,5.0,Have been using this product for years. Has many medicinal benefits. Supplier honest and reliable.
205,B000OA6Z6O,2024-01-11,Boost your Immune System.,5.0,I like to take this every morning and there’s absolutely no taste to this.
206,B000OA6Z6O,2024-01-14,Wonderful,4.0,I love this stuff. I use it for so many things it is a staple in my home.
207,B000OA6Z6O,2024-01-11,Good product.,5.0,Order was filled accurately and was as advertised.
208,B000OA6Z6O,2024-01-08,It works !,5.0,"Honestly, this saved my pink eye! It worked within 1-2 hours. Please carefully read the ingredients prior to purchasing because it may affect differently to others or yourself."
209,B000OA6Z6O,2023-12-09,Not sure if it does anything,4.0,I got this because I had a 2+ month sinus / throat infection and nothing was working. I got this and didn’t see any improvement. After trying EVERYTHING I realized that i have ALLERGIES and that is what my flare up was. This did not help but I am finally getting relief from quercetin + vitamin C plus allergy medication + drinking nettle tea. I also ordered other stuff as well. I’ll still hold on to this stuff but it didn’t help my condition.
210,B000OA6Z6O,2024-01-10,Excellent Quality!!!,5.0,Excellent product at an excellent price 👏 👌
211,B000OA6Z6O,2024-01-12,Hydrosilver,5.0,Works on contact practically.
212,B000OA6Z6O,2023-12-02,Product seems fine. Cannot tell is it has helped though.,4.0,Hard to say this product is effective althought I know silver is very beneficial in stimulating the immune system. The taste is like water but thicker. Glass bottle so that is good. But who knows. Hard to rate. I would say neutral at this point. Will see if I purchase a second bottle.
213,B000OA6Z6O,2024-01-02,The Best!!!!,5.0,This is the best product on the market.⁸
214,B000OA6Z6O,2023-12-22,Great quality product!,5.0,I like that it doesn't have any bad taste of after taste. This product worked for what we needed it for. I would recommend this product 100%! Love this product!
215,B000OA6Z6O,2023-12-31,Good product,5.0,This stuff is great. I've used it for so many things.
216,B000OA6Z6O,2023-12-10,It’s the Best & Big,5.0,I was happy to receive this quickly when I was sick. It’s a big jar and I love this companies products. I have used them for at least a decade. It’s a quality product and it came well packaged since it’s in a glass container.
217,B000OA6Z6O,2023-12-12,Defensas altas,4.0,Me lo recomendaron para subir las defensas
218,B000OA6Z6O,2018-06-20,Sore or infected throat? This is a remedy that actually works!,5.0,"I suffer from sore throats constantly. I get strep, tonsillitis, laryngitis, and throat infections from post nasal drip, bronchitis, colds, allergies, and sinus infections. My immune system can never fight them off and I get lesions all over both tonsils and my throat and the swelling often lands me at urgent care because I become unable to swallow my own spit or breathe. Every sore throat that I have had has landed me on prescription meds and as I've gotten older, my body has become resistant to the antibiotics so my doctors have had to switch strains and increase dosages. If I try to fight it off naturally, they will persist for weeks and are so bad that I am in tears from the pain that feels like swallowing glass. I've tried every remedy known to man (any over the counter sore throat medicine, plus natural remedies like acv, herbs and spices, teas, essential oils, honey, citrus, roots, salt water, Echinacea, etc.) as I have read every blog, forum, and chatroom trying to find something that works so that I don't have to go on antibiotics and steroids. Well, this product is the one and only thing that has ever kept me from going to the doctor for a sore throat. I ordered this last week in 4oz to try as everything is in bloom down here in Tampa, FL and I had a feeling I'd be getting sick soon. Boy am I glad that I did because I woke up Monday and it was like my throat had skipped the initial two days of getting sick as there were already lesions/white pockets covering my right tonsil and the back of my throat. In its entirety, the whole back of my throat was red and swollen and upon waking, it hurt to swallow. I immediately went and grabbed the Sovereign Silver and put three full droppers under my tongue, after thirty seconds, I added three more full droppers and pushed it all to the back of my throat and swished/gargled it around for 60 seconds before swallowing. I popped some vitamins and 800mg of ibuprofen (my doc recommends this for my swelling and pain) and headed to work with the Silver in my hand. I repeated the under the tongue and back of the throat gargles then swallow throughout the day and night, so much that I had actually used half of the bottle by the time I climbed in bed. Tuesday morning, I woke up and my throat was still sore but it didn't hurt to swallow. I ran to the bathroom and holy sh*t y'all, the lesions were gone and my throat was still red but only puffy where the lesions had disappeared from. I had already taken the morning off of work and scheduled a doctors appointment because I truly did not think that this was going to work and I didn't want to suffer before surrendering to my usual concoction of prescriptions. I did the under the tongue/gargle/swallow, cancelled the doctors appointment, and headed to work with the Silver in hand again. I knew I was going to run out by the end of the day so I ordered the 8oz from here and paid $5 for same day delivery (it was delivered by 8:00pm, thanks Amazon!). I continued the same routine and finished off the bottle yesterday (Tuesday) night. Before hitting the hay, my throat was still beet red and swollen, it was sore to swallow but I wasn't in pain. Wednesday morning (today, 7 hours ago) I woke up and my throat is no longer sore or swollen but is still a bit red and I am so totally okay with that!! I cannot believe this actually worked and that it worked as quickly as it did. The only thing that has ever given me this much relief this quickly is when the Doc gives me a shot of prednisone (steroid) and the swelling in the throat goes down within the hour but that still never made the lesions go away like this does. I am in shock. I cannot believe that there isn't more information on the internet regarding this and sore throats. The only draw back for me is the cost, but I will pay any amount to keep from having infected throats. Very thankful for this, I will never let my medicine cabinet go without Sovereign Silver and I am so glad that I no longer have to frequent the doctor and taste all of the disgusting natural remedies that never work."
219,B000OA6Z6O,2023-12-25,Natural remedy,5.0,"Love this brand, great value!"
220,B000OA6Z6O,2023-12-16,Good,4.0,Excelente
221,B000OA6Z6O,2023-12-16,Love this stuff!,5.0,Great product works great for me and my kids! Came fast too! Will definitely order again!
222,B000OA6Z6O,2023-12-18,Good stuff,5.0,I use this in my mineral cocktail every morning.
223,B000OA6Z6O,2023-12-06,This is a regular purchase for us,5.0,This is just something we constantly have on hand. Always the same high quality every time. Everyone in our family enjoys the benefits of silver and this brand is the only one i trust.
224,B000OA6Z6O,2023-11-30,Good for the body,4.0,It have a taste that I never taste before.
225,B000OA6Z6O,2023-12-05,Healthy,4.0,Your stuff works great
226,B000OA6Z6O,2015-06-19,Our household will NOT be without this natural MIRACLE in a bottle!!!,5.0,"When my son was about 8 he had a SEVERE reaction to an antibiotic after just one dose - swelling of the face and open sores that developed on his lips, the inside of his mouth and all down his throat! He couldn't eat solid food and could barely even swallow liquids for almost 2 weeks without a topical solution to numb the pain.. and the doctor's office would NOT admit this was due to the antibiotic! Internet research confirmed my reluctance to use antibiotics in the first place as well as alerted me to the possibility that it could have been a ""bad batch"" of antibiotics that caused this type of severe reaction. I'd never heard of this before nor had I been warned about the possibility of a reaction such as this. It was a truly horrifying experience that you wouldn't wish anyone to go through, especially a child! My son's lips had so many sores that at night while he slept, since his mouth was shut, they would start to scab over and his lips would actually stick together! We would have to moisten them and pull them apart which would reopen all the wounds again each morning... I would have never imagined antibiotics could cause something this horrific!

I had a choice early on, hospitalize him and put him in the hands of the ""professionals"" I was severely lacking trust in at this point.. or... a friend gave me the name of a naturopath practitioner that actually lived near me who would take an entirely different approach to healing. I went the route of the naturopath and together we helped my son recover from this incident in the comfort & security of our own home.This brilliant & caring woman introduced me to colloidal silver. From that point forward I knew my family of 4 had to take responsibility for our own health instead of blindly leaving it in the hands of others. We became proactive with our health, began eating better and instead of running to the doctor if things cropped up, we used Silver for just about everything and anything... and it worked!

My kids are now 14 & 20 and over the years we've used Silver internally and externally.. in the eyes, ears, sinuses, & throat ..for cuts, rashes, acne, bites and as a general immune booster. Usually if you catch things in the early stages, they never get a chance to turn into anything further. These days we rarely even get a cold and the flu has skipped us for many years now.

A recent health crisis was a pretty severe reaction to a spider bite on my 20 year old son's forearm that turned red and swelled to the radius of a softball which then started spreading up the inside of his arm by way of a 1/2 inch wide raised strip of redness that made it's way up to his bicep by the time he left work. This caused some alarm and he went to immediate care out of fear of the severity of the situation. They confirmed there was infection, however it hadn't entered his bloodstream so though not life threatening, the infection was in fact spreading, possibly to his lymph gland next. Despite his childhood reaction to antibiotics, that's what they prescribed telling him he could take the first dose there and wait to see what happened & at least he was ""in good hands"" should he react again. He didn't take that chance however. He left with the unfilled prescription, went home and started taking doses of Silver every 3-4 hours as well as applying it topically. Within hours the swelling had significantly reduced and the redness began to lessen, both signs the infection was already improving. By the end of the next day, it had completely healed!

Thanks to Sovereign Silver & a healthy diet containing a fair amount of fresh foods, my family is extremely healthy. My 14 year old has never had to take anything other than an occasional pain reliever his entire life and I'm SO grateful we have an alternative to harsh antibiotics and their possible side effects! I continue to be amazed at all it's many uses! Spread the word of this safe & effective alternative!!! People need to know!!!"
227,B000OA6Z6O,2023-11-16,Perfect for what I was looking for,5.0,"I have used this product for over five years. however, I was buying it from a different vender. I am very happy that I looked for this product on Amazon, due to its price and size. It was much better here then from said other vender. The product itself is as has always been a very good product and one I plan on continuing on using."
228,B000OA6Z6O,2023-11-24,Works Great!,4.0,My wife uses this daily! No complaints!
229,B000OA6Z6O,2023-12-15,Great product,5.0,Good quality
230,B000OA6Z6O,2023-12-03,Review of product,5.0,Arrived early and is easy to take...does not taste bad at all
231,B000OA6Z6O,2023-12-05,Pink eye,5.0,Used this daily after seeing reviews on tiktok. So glad to have come across this product. Highly recommended.
232,B000OA6Z6O,2023-12-01,have been using for years,5.0,"This is a good brand of silver, boosts immune system, and tastes fine"
233,B000OA6Z6O,2023-12-07,saves time filing,5.0,na
234,B000OA6Z6O,2023-11-18,The best!,5.0,This stuff is my go-to for whatever is ailing me or my kiddo. Came quickly in perfect condition! Life saver to have it delivered so fast.
235,B000OA6Z6O,2023-11-25,Colloidal silver,5.0,As I expected
236,B000OA6Z6O,2023-11-27,Great product,5.0,Good stuff!!
237,B000OA6Z6O,2022-07-11,"Give antibiotic-resistant bacteria, fungi, and some viruses the big middle finger",5.0,"I've been using this product for years to treat a wide array of maladies. It kills staph, strep, and more. I've beaten sore throats, styes, stomach bugs, tooth abscesses, and even cystic acne with this product.

Someone close to me has been fighting warts on his hands for two years, and finally - after trying everything on the shelf plus actual cryotherapy to no avail - listened to me and combined an immune-boosting oral dose of this with a topical treatment of silver in gel form to the affected area. The warts disappeared in under a week.

A couple of years ago, I stepped on a wasp barefoot. The stinging, itching, and heat had me resting my foot on an ice pack under my desk at work for several days with no relief. Creams, lotions, and even anti-inflammation pain pills didn't work to treat it. I finally soaked some gauze in this silver, applied to my foot, and wrapped it up before bed. The NEXT MORNING, the venom had been drawn out, and the swelling and heat were reduced to practically nothing, gone completely by the end of the day.

I'm not saying this is a cure-all for literally everything on the planet. I'm not saying it's magical. What I am saying is that it's incredibly versatile, and I always use it as a first defense before resorting to antibiotics. Why? Because of the mechanics by which silver attacks and neutralizes bacteria, there's no way for it to form a resistance. It'd be like you evolving the ability to survive decapitation. It ain't happening.

It's also safe, natural, and non-toxic. Heck, I've cleared my cat of a UTI by adding an adjusted dose to her water. I've healed an infected wound on my dog by applying topically and wrapping, with no worries as to what might happen if the bandage falls off and he licks up the silver.

This particular brand of silver is my trusted go-to because of the high ppm concentration, and the quality glass bottle that keeps the suspension from breaking down over a longer period of time than a plastic one can.

Do yourself a favor: do your research on applicable uses for this product (again, it's *ridiculously* versatile, but there's no such thing as a cure-all), and make it the front-runner of your medicine cabinet."
238,B000OA6Z6O,2023-02-09,"Maybe it works, not really sure",5.0,"Alright folks, let's talk about this ""Silver Bullet"" they call Bio-Active Silver for the immune system. I mean, I get it, who wouldn't want a product that promises to boost your immunity and protect you from all the germs and nasties out there, right? So, I took the plunge and tried it out for a few weeks, hoping for a superhero-like transformation. But here's the truth, I didn't notice any major changes, to be honest. But that doesn't mean this product is a bust.

First off, the packaging is pretty snazzy, with a little bottle that looks like it could cure all your problems with just one spritz. The liquid inside is fairly unassuming, and all-in-all it looks like something you'd find in an old-timey apothecary. It's pretty cool to look at, but whether or not it actually helps your immune system, I can't say for sure.

Now, the taste, oh boy. It's not the greatest. But, I mean, if you're looking for a product that tastes like candy and gives you superpowers, you're probably in the wrong place. It's a bit like drinking liquid metal, and I'm not sure if that's a good or a bad thing. But hey, it's not like I'm drinking it for the taste, I'm drinking it for the benefits, right?

So, did I notice a major improvement in my immunity after taking Sovereign Silver Bio-Active Silver Hydrosol? No, not really. But, I have to say, the product seems alright. It's not a complete game-changer, but it's not like it did me any harm either. If you're looking for a little extra support for your immune system, it might be worth giving it a try. And hey, who knows, maybe you'll have better luck than I did and turn into a germ-fighting machine."
239,B000OA6Z6O,2023-11-15,very good benifits,5.0,I got this for me and hubby and I started giving it to my kids also
240,B000OA6Z6O,2023-11-12,Great Product,5.0,"Great product, use it everyday in my opinion to see results"
241,B000OA6Z6O,2023-11-15,Good Silver,5.0,I like this silver. Works well.
242,B000OA6Z6O,2019-09-06,"Best, Natural antibiotic solution",5.0,"I developed a Urinary tract infection and I gotten them periodically throughout my life, I’m 52 years old now. I had my first one in my early 20’s. I have also had several cases of Pink eye since I was 6 years old, last case of Pink Eye was about 2 years ago. I also suffered from occasional severe sinus infections throughout my life too. Colloidal Silver once I read about it and started using it, has worked better than any antibiotic a Doctor prescribed for me, with no side effects. Colloidal Silver can take a little longer to cure an infection depending on how long you waited to treat it and how severe of an infection you have but I personally prefer natural with no side effects than manufactured, with negative side effects. I take the prescribed on the bottle amount internally and then drop 2 to 3 drops in each eye throughout the day to cure Pink Eye. Sinus infection, take prescribed amount internally and then clean my hands and put a dropper full into one hand, close one nostril and then snort the Colloidal Silver this way, up each nostril, several times a day until the sinus infection is gone. I do the same when I get an I.U.D. & then I place a cotton ball with Colloidal Silver all over it and place that over my Urethal opening, overnight & I start to feel better the next day and I keep doing this until the burning sensation stops on my Urethal opening and the urgency to pee subsides back down to normal and there is no more pain when I urinate or in my bladder. I am not a Doctor,I can only tell you my personal stories of success through trial and error of what worked for me in regards to using Colloidal Silver. Everybody’s genetics, chemical makeup, physical bodies are different and what works for me may be different than what works for you. Use the methods that work best for you, including going to a Doctor and purchasing a pharmaceutical drug, antibiotic that works for you.Sovereign Silver does appear to work faster and better than other forms of Colloidal Silver in my opinion and through all of the different types I have tried over the years. I love the way this was packaged and sent to me. One bigger sized cardboard box with a little bit of a smaller cardboard box within it & then a black, medium density, slightly, malleable plastic/rubber mix, cap on each end of the thinner, cardboard box that contained the Colloidal Silver bottle, along with a couple of clear, plastic, air filled bubbles on each side of box that held the bottle. I have Prime Amazon and my package arrive on the date they told me it would, which was the next day and product arrive completely intact and unbroken. I love this product and the people that packaged and delivered it to me undamaged."
243,B000OA6Z6O,2023-11-15,Good product!,5.0,It works well for me.
244,B000OA6Z6O,2024-01-12,Thei may not be great to take orally,3.0,It was brown seemed really strong- bought a different brand & it’s much better
245,B000OA6Z6O,2023-11-09,Immune support,5.0,I've used colloidal silver for years & only this brand! Great product!
246,B000OA6Z6O,2023-04-28,Near miraculous results!,5.0,"In all my years of rescue, I've never seen anything like it.... I can admit it, I used this as a Hail Mary on a 9 week old kitten's infected eye and now I'm so glad that I did! The eye hadn't been responding to Terramycin and was so swollen and bulging that I was scared to even give her her oral antibiotics for fear that the stress of it would increase the pressure in the eye too much and it would rupture. I started the night this was delivered with two drops, repeating every 4h. In 24h the swelling was significantly diminished. I lowered the dosage to 2 drops every 6h for the next 72 hrs, when the eye opened, then 2 drops every 8h for the following 3 days. Terramycin was still administered 3x/d. On day 7, there was a clear, healthy eye, with no sign of any trauma or disease. I continued dosing 1 drop every 12h for another week to be sure. She went from an oozing, super infected, completely compromised eye that was ready to rupture at any moment to a PERFECTLY HEALED EYE that showed no sign that there had EVER been anything wrong with it. In SEVEN DAYS. If that's not a miracle, I don't know what is..."
247,B000OA6Z6O,2023-05-30,Kills Parvovirus in dogs in 24 hours!!!!,5.0,"This product is a must have in your medicine cabinet. I’ve cured two dogs in the last 5 years that caught Parvovirus.

My 3 year old American Bully started having uncontrollable bloody diarrhea and constant vomiting. He soon was very unstable and was borderline paralyzed from lack of energy. My local veterinary hospital wanted $200 emergency visit fee plus any medications or procedures that were not even guaranteed to work. I’m on a broken fixed income and live month to month. I didn’t have $200 plus any added fees for a veterinarian. I knew Sovereign Silver worked before and so I drove an hour away to find a bottle. Administered a teaspoon via dropper every hour for the next 8 hours to my pup. This Silver was the first liquid he was able to hold down. All night long I kept giving him this silver. The next morning he was able to walk. He still had diarrhea, but it wasn’t bloody. Later that same day his diarrhea stopped. He began eating solid foods again. His eyes were bright again. Even his coat was shining again. This is truly a miracle liquid. I Highly Recommend this product. I’m not a doctor or veterinarian and cannot give medical advice. I’m only relaying what I know worked for me."
248,B000OA6Z6O,2023-11-05,Helps boost your immune system’s,5.0,I take this all winter long
249,B000OA6Z6O,2022-12-21,Used for over 22 years,5.0,"Used for over 22 years, this was recommended to me by a holistic vet. Since then I have been using it for my animals and for myself I’ve recommended it for my family members and everyone swears by it. So to the reviewer that said never swallow it he doesn’t know what he’s talking about. He sites the FDA which the FDA is in bed with big Pharma and that’s the only reason they are dismissing colloidal silver. I take orally when I feel like I’m getting sick I gargle with it when I’m getting a sore throat I use it for any type of skin infection I have used it in my cats eyes with success better than any prescription the doctor or I should say a vet would prescribe. My granddaughter cleared up Pink EYE with colloidal silver and her doctor praised her mother for using a natural product. My son used it for cellulitis when the antibiotic couldn’t finish the Collodial silver did, he used it orally and topically. This brand may be expensive this is the one I have used for over 22 years and I believe it is the best. What I recommend to people start out slow you use common sense you’re not gonna drink the stuff. For example if I’m sick I might take a tablespoon four or five times a day. And I’m sure you can take more but it seems to work for me I use it like a regular antibiotic you take at intervals. So if what you’re reading online or reviews like the one that cited the FDA, ignore it and try it I wouldn’t be without it ever."
250,B000OA6Z6O,2023-10-20,How it helps with your health,5.0,"Have not used it and looking to
use it because of a neighbor been using it for three years .
And very pleased with it.
Talk with ur Medical Team first."
251,B000OA6Z6O,2023-10-31,Work wonders,5.0,I have no complaints about this product.
252,B000OA6Z6O,2023-09-10,It ok,4.0,Different taste but not bad
253,B000OA6Z6O,2017-07-01,SAVE A FORTUNE IN VETERINARY & DOCTOR BILLS...and more.,5.0,"5 STARS!!! I was told about this product years before I tried it. Don't do what I did!!
I have used this product for my pets when they have been hurt. I gave them 1ml or 1cc at a time. It begins to work very quickly!!! It stops bleeding quickly!!! It has prevented them from getting the serious infection that they normally would have gotten from their wounds. One of my Jack Russells had a horrible large puncture wound on the back of his neck. ( I have NO IDEA how he got hurt this way) He hated for anyone to touch him when he was hurt. The only thing I did for this large puncture wound was to give him 1cc or 1ml of Sovereign Silver Bio-Active Hydrosol , using a NEEDLELESS allergy size syringe or insulin size syringe orally 4 to six times a day. He readily accepted it. It tastes like pure water. This wound completely healed from the inside out. I have saved a fortune in vet bills treating my own pets this way.
It works equally well on humans! I use the nasal sprayer on myself to treat and prevent sinusitis and sinus infections. I have not had another infection since I began doing this for myself. I use it for burns, insect bites, sore throat, cuts, toenails and fingernails when they need it. I used it when I had SHINGLES on my face!! I never got the normally seen secondary infection. Everytime my face burned or itched I took a teaspoon ( 5ml or 5cc ) of the Sovereign Silver Bio-Active Silver Hydrosol. It worked!!! Their recommended dosing is accurate!! It is hard to believe, at first, that only a teaspoon at a time is really going to help.
For me... just a spray or two at a time in my mouth or nose has also really helped. Now I do only that much a day to ward off whatever I may have come into contact with.
It gives me peace of mind with all you can get from a tick bite that you never see, mosquito bites, super-bugs & flesh eating Strep-A that is everywhere!
But that is just me.
Try it for yourself, your family and your pets.
Still, go to your doctor when you need to.
I keep a 32 oz bottle at all times. It costs much less to use it that way. It is a very inexpensive & highly effective product to use.
Research what Naturopathic Physicians say about this product and this company.
To Your Better Health!

Sovereign Silver Bio-Active Silver Hydrosol for Immune Support - 10 ppm, 32oz (946mL) - Family Size"
254,B000OA6Z6O,2023-03-20,Honestly can’t tell if it’s working ‼️UPDATED,3.0,"First let me say that this is not the first time I have used this product. Every time I do get it, the dropper does not fill up, as shown in my pic. It never works. This is literally like water. I feel like the first time I used this it might’ve helped me get over a toothache and cold. I could be wrong though and it could just be coincidence. But, I suffer from random rash breakouts and joint pains (currently getting tested for autoimmune diseases) and every time I have put this on an itchy spot, it stops the itch. I thought it was all in my head and that I just convinced myself it was working but it really did help. Multiple times. So for that, and for really feeling that it helped with the toothache, I give it 4 stars. I’m going to continue using and see if anything changes.

‼️UPDATE ‼️

I stand by what I say about it helping with itchiness HOWEVER, it for sure does not help with colds or sickness, in my case. Had a consistent harsh cough, lost my sense of taste and smell, and had food poisoning in a separate occasion. It did nothing for neither issue and I remained the same, even after drinking the max amount per day. It didn’t help at all. For this, 3 stars, because what is it really good for then?"
255,B000OA6Z6O,2023-10-25,Great for my soaps,5.0,Easy to use dropper for measuring. Works as Intended.
256,B000OA6Z6O,2023-10-27,Good product,5.0,Good product will buy again!
257,B000OA6Z6O,2023-10-26,Item arrived as advertised and fast.,5.0,Item arrived as advertised and fast.
258,B000OA6Z6O,2023-09-17,Great product for skin!,5.0,I was recommended by another person on a Facebook group to try this for discoloration. I’ve been applying it to my face and hands daily and seeing spots lighten up and some disappear after only a week of use! I’ll continue to use and hope all discoloration is gone.
259,B000OA6Z6O,2023-10-28,Good stuff,5.0,Immune system refresher.
260,B000OA6Z6O,2023-10-06,This is great stuff.,5.0,"I have been using this Sovereign Silver for many years. You really can't prove what it may have prevented, but my Doctor takes it every day and that's good enough for me."
261,B000OA6Z6O,2023-10-23,Love it,5.0,Great product. Great company
262,B000OA6Z6O,2018-08-22,AMAZING PRODUCT! TREATED PUPPY STRANGLES!,5.0,"My 4 week old mini dachshund mix puppy was disgnosed with puppy strangles (juvenile cellulitis) just 4 days after we adopted her. This disorder is aggressive & began to take over her little body with oozing abscess sores & swelling of her lymph nodes. She started on antibiotics & steroids but those weren’t seeming to help very much; even after her being on them for 3 weeks. Everyday I would come home to multiple abscesses & sores ranging from pea size to quarter size that would open & drain puss/blood. I couldn’t keep track of how many holes she had on her little head, face, ears, neck & body, & also had puss-like fluid sitting in her ear canals. Her poor head was literally filled with puss & was oozing everywhere. I was desperate for something I could try that wouldn’t interfere with her prescribed meds. Within 7 days of adding this supplement to her cocktail of medicine (cephalexin every 8 hours & steroids every 24 hours) & also spraying it on her sores, I saw a huge turn around. I have now began the taper process off the steroids & her antibiotics expired. We are just 2 days shy of using this for 2 weeks & she is almost 100% healed. I recommend this supplement 1000%. Anyone & everyone with pets that ever get cuts or any type of skin issue should know about this product. It needs to be on the shelves of every single vet office!"
263,B000OA6Z6O,2023-02-23,I purchased this for BV,4.0,A friend of mine used this to assist with clearing BV and it worked for her. I was a little afraid it might burn my coco so I didn't add the same measurements that she did but it seems to have helped with only 3 days of use. I would have to go back to the doctor to be absolutely sure that it's not present. I would not advise anyone to order this for this purpose as I was instructed by some I know on correct measurements and exactly how to insert it. IM NOT A MEDICAL PROFESSIONAL. I will hold on to the rest of it for any future problem that may occur that might warrant me to have to use this for its general purpose.
264,B000OA6Z6O,2021-11-06,Life saver for wound care,5.0,"This has saved & extended my mom's life, I'm sure, by preventing infection in wounds for years. Wounds that don't heal quickly like ulcers need to be continually protected from bacteria. Antibiotics can't be taken long term due to bacteria developing resistance and health problems coming from continual decimation of the positive internal bacteria (probiotics) that bodies need. Enter silver! It's an element that kills bacteria on contact (iodine is another one), so spraying it on a surface will kill bacteria where it's sprayed. (By the way, I've been told we shouldn't use silver and iodine together -- they can form compounds that can cancel out each other's benefit or something.) This product offers just silver (the element, Ag) suspended as tiny particles in water (which is definition of ""colloidal""). The tiny size of particles means it can reach into and touch more surfaces and interact better (I'm unclear of mechanisms here) and hence have better killing power than larger particles. In large enough quantities, silver is toxic to humans, but in small volumes (e.g. a few sprays daily for years), I don't think it causes any harm to human cells. It also can be applied to the surface of skin, so it doesn't have to go to the gut to affect our GI tract bacteria. Highly recommend using this. It's odorless and painfree, and doesn't stain, feels like spraying on water. Silver been used in wars and other areas of the world where drugs are in short supply for a very long time to prevent and clear up infections."
265,B000OA6Z6O,2023-06-28,Effective product,4.0,I live in central cali and air quality is bad here my cat gets lots of allergies and her eyes always watering and sneezing. Since I used this product on her eyes she is doing an amazing.
266,B000OA6Z6O,2018-05-28,Good for whatever ails you,5.0,"On my doctor's recommendation, I started using Severin Silver about 15 years ago for a variety of reasons.
- Initially I took it to shorten the duration of weekly herpes outbreaks (Ewww.). I take it orally and put the gel right on the herpes sore. If I'm consistent in taking it every day, however (about 1 teaspoon twice a day,) I don't even get an outbreak. But alas, I'm human and do forget. I double the dosage (about a tbsp every 2-3 hours during an outbreak) and it shortens the healing from a week to 2-3 days.
- Ditto for colds, infections, skin sores and plugged nasal passages.
- The biggest help, however, is using SS for Epstein Barr Virus. If I use it every day I keep the virus in abeyance (1-2 tsps /day.) If I forget to take it, symptoms come on after a couple of days of abstainence, but go away quickly when I start the dosage again.
- The biggest surprise was using it on impulse to get rid of a huge wart on my leg. Ewww again. I tried several other remedies to shrink it, to no avail. Then I put some of the SS gel on a cotton facial cleanser pad and taped it over the wart. I changed the ""bandage"" after every shower (daily.) I saw a difference after the second day. While it took about three weeks, I saw an improvement every time I changed the bandage. The wart, or whatever it was completely gone in 3-4 weeks and has sprouted back up for over 6 months.
- And lastly, I tried it on a few skin tags and it work on them as well. Just amazing.
I really love this stuff and particularly the Sovereign brand. Like someone else's review, I'd give it 10 stars too."
267,B000OA6Z6O,2023-10-16,Great immunity booster,5.0,It works extremely well as an immunity booster.
268,B000OA6Z6O,2018-02-23,I can't live without this!!,5.0,"After buying dozens of products for a myriad of health issues, I finally realized this is the ONLY product I need. Having been forced to take a steroid prescription, I was left with all sorts of fungal problems....itchy skin, perioral dermatitis, then something that
made me look like my face had chicken pox -- these painful little cyst-like bumps with goo inside each spot. I know what doctors
do...they prescribe cortisone for skin problems and I know this was fungal, caused by the original steroid prescription, so I then bought one topical anti fungal soap, cream, lotion, shampoo....after another, to no avail. I then thought I was getting a UTI so I
took this silver fora few days and voila, it was gone.......Of course, I got a lowered immunity from having been prescribed steroids...Now I took the silver orally because I was having to kill yeast/fungus/candida and boost my immune system. For so long, I was at my wits end. My savior was this one product....Soverign Silver....I first started taking a few drops per day and went up to dropperfuls...washing my face, then putting the silver on my face with a cotton ball, letting it dry...Adding some silver to my shampoo, to my conditioner, to my skin creams....Everything I did every day was including this silver product...Internally, topically....and then I started seeing results... very slowly....a few weeks...but I started making great progress....This is a product with miraculous results....Everyone needs at least one bottle in their house....for bug bites, cuts, burns, even things that appear on the skin or present as viruses....a sore throat, a stuffy nose....itchy eyes. I've used this silver for so many different issues. I've squirted the silver into my eyes when they were burning....(likely due to this chronic fungal
condition) and it felt soothing. There are probably thousands of conditions where this silver is better than everything else....
better than prescriptions, natural products and products designed for maybe just fungus....those anti fungal shampoos which leave
hair dry, or oily and in many cases don't work. If something is going on outside of the body, it likely needs help inside the body....
kill the ""bugs""....(and then think of replacing good bacteria with some probiotics). Honestly, I've been itching and looking at my
terrible skin for months...It's slowly starting to heal...I credit this silver product to my healing....taking it orally and putting it on my
skin. It's my miracle in a bottle!"
269,B000OA6Z6O,2023-05-21,No Taste And It’s Good!,4.0,"I haven’t had it for long. I will update my review in a few weeks to see if it made a difference. This sounds like a cure all. The bottle and box were in tact. The box looked a little old, but product is fine. No taste so it goes down easily."
270,B000OA6Z6O,2023-09-24,It Works,5.0,"This stuff is amazing and I use it for my whole family. I out and stopped using it for a while, and everyone in the house got a cold."
271,B000OA6Z6O,2023-10-08,It worked!,5.0,Works like advertised. Thank you for a great product.
272,B000OA6Z6O,2023-10-15,this stuff works,5.0,love love love this stuff
273,B000OA6Z6O,2023-10-07,I like it,5.0,"I use for overall health
Spray in throat and under tongue to keep immunity strong"
274,B000OA6Z6O,2023-08-15,Dr in a bottle. If you know the ailment.,5.0,"I've been using this specific product, for well over a decade. Actually, only it, after discussing it in a high quality Health Food store. It's like chicken soup. It may not help, but it can't hurt. The only time I get sick. Is when it isn't viral, or bacterial."
275,B000OA6Z6O,2023-09-23,Silver Gift to a friend,5.0,I love this product and I wanted to share with a friend.
