ID,dates,name,ratings,reviews,Blood and lymphatic system disorders,Cardiac disorders,Congenital familial and genetic disorders,Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,Injury poisoning and procedural complications,Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,Neoplasms benign malignant and unspecified (incl cysts and polyps),Nervous system disorders,Pregnancy puerperium and perinatal conditions,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,Respiratory thoracic and mediastinal disorders,Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,Product issues,Positive effects,Correct review,Incorrect review,Incompatibility
602,2013-02-18,Colloidal_silver,5.0,diagnos mrsa 3 round major antibiot start use silver work take regular basi lot research brother swear well thing gave cowork go everi 6 month check skin cancer put directli cancer time go get taken gone use everi spot doctor check year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,2013-02-18,Colloidal_silver,5.0,use colloid silver 1 year happi result combin prescript bactrim 800mg 6 tablespoon per day 20 ppm week wipe abscess mersa infect continu take 2 tablespoon per day anoth infect 4 month also cure sore throat sinu infect pink eye even use dog intestin infect cure quickli use gener bought onlin highli recommend effect great altern danger prescript drug ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
601,2013-02-18,Colloidal_silver,5.0,start use colloid silver coupl year ago brown reclu spider bite thing put cs clear within week also burnt finger curl iron tri everyth thing help burn colloid silver took pain away immedit never even blister drink 2oz day plu use nose spray sinu amaz product ever without,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,2013-02-19,Colloidal_silver,5.0,sever car accid son hospit month multipl fractur numer surgeri diagnos mrsa hospit immedi made colloid silver 10 ppm brought hospit next day put bed told sip everi hour treatment continu throughout stay hospit final releas 6 week next dr visit blood work done infecti diseas dr could find trace mrsa dr order anoth blood test confirm mrsa blood ive make cs sinc earli 90 rare cold flu tri rememb take go crowd place like restaur concertsetc wouldnt without,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
598,2013-02-19,Colloidal_silver,5.0,husband took colloid silver hep c take sever month dr test hep c cam back neg hep c yea ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
599,2013-02-19,Colloidal_silver,5.0,colloid silver heal remedi ive use success eye ear nose throat fever flu cough cold disinfect lavand oil sprayer hand cs effect compar pharma antibiot give md antibiot fluourid made feel ghastli room seem spin nauseau stomach pain exist took medicin stop turn colloid silver 24 hour time cystiti dmso clear pain discomfort 4 hour time also wash soak veget fruit use home made eiscolloid silver 5 15ppm howev sick go colloid silver utopia silver strength effect melli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,2013-02-20,Colloidal_silver,5.0,clear pneumonia week usual 34 week use strong antibiot energi back use nebul bronchiti act clear nightfal friend doubleov pain urinari tract infect frequent gave bottl homemad cs told use took bottl hand took big swig home took dose said night pain gone next day fever gone couldnt stop thank colloid silver said would taken almost 2 week get result 3 day colloid silver needless say true believ user cs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
596,2013-02-20,Colloidal_silver,5.0,could pleas fantast result even sick influenza husband serious ill recov record time thank colloid silver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
739,2013-02-20,Krill_oil,4.7,hi guy tri variou remedi avail market friend mine suggest tri krill oil figur got lose pain unbear time frustrat say least anyway decid give shot take capsul everi day last 3 day swear result amaz anyon whose diagnos eith ra oa give tri althoug said may expens well worth good luck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
738,2013-02-26,Krill_oil,5.0,feet hurt lot mayb begin osteoarthr im 51 year young fight one walk last week run superkril week went dr get referr foot specialist someon would treat patient custom ive road pain increas score superkril two day later pain gone unbeliev ive got appoint two month call meantim think im okay feel like tin man krill oil lube insid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
594,2013-03-04,Colloidal_silver,5.0,daughter cellul three time past year last occurr put clyndomycinsp week half 10 day regimen anoth red hot patch show stomach vent massag therapist told colloid silver use 10 year success realiz heard grandma year ago alreadi order thank arriv stomach patch appear honest pretti skeptic first saw patch even around 8pm satur skin colloid silver gave tblsp oral check midnight think noth would chang patch half size earlier proceed thing everi 34 hour noon next day gone total shock amaz ecstat prevent heavi antibiot 3x year save gut immun system ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
276,2013-03-17,Vitamin_D,3.0,im take mega dose d3 shown effect black im italian help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
868,2013-03-18,Melatonin,4.7,work wonder insomnia howev year increas dosag 70 mg nite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
737,2013-03-23,Krill_oil,5.0,assist reduct good bad cholesterol level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
735,2013-04-01,Krill_oil,2.3,high cholesterol get rash lipitor switch krill oil got rash aw itchi hive ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
867,2013-04-03,Melatonin,3.0,help fall asleep easier still find wake night sever time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,2013-04-05,Ginkgo,2.3,herb deserv much closer scrutini experi first hand herb dosag critic import herb ginkgo like yohimb ginseng concentr power effect commonli far reckless wouldnt experi ginkgo unless last resort necessari brain use detox instead brain adren hormon level first concern age fatigu hair loss male sexual function ginkgo good difficult free side effect wors chromium picolin may last year longer anxieti stress mental issu depress seek herbal holist medic doctor instead maven famili practition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
866,2013-04-07,Melatonin,5.0,take 30 minut im readi go sleep help relax make sleepi fall asleep easili ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
275,2013-04-14,Vitamin_D,3.7,notic much chang sinc take v b howev arthriti quit bad mayb small chang howev take 2 week ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
734,2013-05-05,Krill_oil,4.7,arthriti two finger joint swollen pain excruci take krill oil one capsul day 6 month swell subsid pain hurt overus bump took 3 month realli start work pleas result like take pain med use clark nutrit antart krill oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
733,2013-05-08,Krill_oil,4.3,take 1 month last day feel itchi rash see itchi bodi anyon els issu hope kril realli like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,2013-05-11,Vitamin_D,5.0,take calcium citrat d3 exercis sever year could get osteopenia diagnosi bone scan ad vitamin 2000 iu bone scan show longer danger osteoporosi back shoulder hurt lot cook task requir hand front extra vitamin also reduc pain significantli back pain seem prime indic lack calcium vitamin bodi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
732,2013-05-12,Krill_oil,4.7,schiff megar joint care took one pill knee arthriti disappear hand stiffen also went away take 3 capsul stop got tire found take one capsul everi three day work blend product pure krill oil next find pure product see compon cure blend,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
57,2013-05-24,Ginkgo,3.0,happi find treatment good health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
731,2013-05-26,Krill_oil,5.0,knee injuri play footbal 35 year ago arthriti swell develop take krill oil fish oil 2500 mg daili swell pain subsid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
865,2013-05-27,Melatonin,3.0,would possibl skin rash side effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
864,2013-05-28,Melatonin,5.0,help sleep stress full day work mind bodi wont shut rest full full night sleep side effect thank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
273,2013-06-03,Vitamin_D,5.0,discoveri made cheapli produc vitamin shine uv light organ matter hot dog bread etc 1920 1930 popul start take drove one get sick accord scientist era hospit empti lose huge amount money also affect doctor practic well sort rais mani question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
863,2013-06-07,Melatonin,5.0,taken melatonin 5 year take 15mg bedtim work great lay right away dont lay first 30 minut realli tell differ long take go sleep recommend time famili friend patient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
729,2013-06-13,Krill_oil,2.3,53yearold femal krill oil made arthriti hand feel better ever bad made sick fifth week treatment get steadili sick day day extrem gastrointestin problem final notic symptom start krill 3rd day find symptom still linger hope product ive five week recommend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
862,2013-06-16,Melatonin,1.7,use melatonin fatigu end wake terribl migrain headach gave second go 2 week later result half day blind headach drop cold tri prohealth energi nadh show consider success wake fatigu mood ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
272,2013-06-18,Vitamin_D,5.0,relat aabout four year ago would wake morn intens calf muscl cramp doc prescrib 10000 iu vit daili one week 2000 otc daili cramp essenti stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
728,2013-06-18,Krill_oil,5.0,take 1000 mg krill oil day 3 year dr tri differ cholesterol med made feel weak krill oil kept cholesterol healthi rang year plan take rest life side effect happi result,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
727,2013-06-24,Krill_oil,5.0,arthriti gone hip bursiti complet gone swell hip bone bump pointer finger rememb take high qualiti krill oil right amount astaxanthin dha epa use dr mercola nko suppos excel take 25 gram day 5500 mg per day space day much energi blood pressur lowest ever check cholesterol august read krill oil capsul pleasantli surpris chang life ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
914,2013-06-29,Melatonin,2.7,take sleep work short time two hoursand awak hour sometim sleepi afternoon may melatonin reason know time without supplement tire though sleep well long night take metformin 1000 day control bloodsugar often say increas dose melatonin 3 mg second day littl bit anxiou side effect better take supplement cautious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
860,2013-06-29,Melatonin,2.7,take sleep work short time two hoursand awak hour sometim sleepi afternoon may melatonin reason know time without supplement tire though sleep well long night take metformin 1000 day control bloodsugar often say increas dose melatonin 3 mg second day littl bit anxiou side effect better take supplement cautious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
593,2013-07-08,Colloidal_silver,5.0,four year old daughter got mrsa surgeri tri two differ iv antibiot one oral noth work tri colloid silver two day 80 better four day gone use everyth one famili take antibiot sinc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
118,2013-07-12,Folic_acid,5.0,heart dr sid folgrad reduc plaqu 58 wow unheard continu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
592,2013-07-19,Colloidal_silver,5.0, work mrsa dose depend refer drrobert becker work use mother disinfect work herp havent outbreak 2 year stop take valtrex ive use nebul break mucou work wouldnt recommend ive seen pro con list internet work sore thing natur quickli chemic reaction hair dye effect get steroid shot make colloid silver 10 ppm set dosag day may drink half cup day cup pint day none alway tri convent drug beauti im need take standard drug keep take silver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
117,2013-07-22,Folic_acid,3.0,object survey articl say methylfol methylfol folic acid work bodi someon gene mthfr folic acid exaccerb condit treatment methylfol disregard star per se patient research smore got info md taken folic acid put methylfol pretti high dosag said folic acid actual weaken medic condit methylfol help heal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
271,2013-07-24,Vitamin_D,4.7,vitamin d3 take 2000 day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
913,2013-07-25,Melatonin,3.3,problem reason take get sever depress dont feel like harm anyth like feel gener bad somewhat hopeless last day time take sign depress take,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859,2013-08-03,Melatonin,4.3,work well hangov effect ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
912,2013-08-03,Melatonin,4.3,work well hangov effect ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55,2013-08-26,Ginkgo,4.0,bipolar depress ptsd ocdit work amaz gradual got paxil hate way made feeli hate take chemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
858,2013-09-02,Melatonin,4.7,husband work 3rd shift taken bw 5 10mg melatonin year effect us definit worth occassion bad dream refresh enough go work ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
911,2013-09-05,Melatonin,4.0,feel like melatonin help fall sleep easier still troubl stay asleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,2013-09-07,Krill_oil,5.0,krill il help much pinch nerv myhip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
590,2013-09-07,Colloidal_silver,4.7,whole famili sick sore throat cold start take colloid silver build immun system stay well dr use instead antibiot kill good bacteria start build diet lot probiot wrong countryw go backward everyon get sick dr give terribl drug make long term chronic condit final dr recogn ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
270,2013-09-09,Vitamin_D,4.3,start take recommend memori loss ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,2013-09-10,Ginkgo,2.3,ginko biloba gave extrem anxieti stop take took 24 hour complet leav system back normal self never take supplement ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
589,2013-09-14,Colloidal_silver,5.0,suffer cold sore noth help tri cs remark spray sore 34 time day last sore gone day half ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
910,2013-09-19,Melatonin,4.3,sleep beter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
857,2013-09-19,Melatonin,4.3,sleep beter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
268,2013-09-21,Vitamin_D,1.0,start d3 andastraight away got metal tast mouthalso take calcium magnesium boron tab vitamin kdo peopl get tast know d3 elimin other carri seek advic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
267,2013-09-25,Vitamin_D,5.0,found vitamin defienc caus mod swing deepress plain like worthless soon start take vitamin next morn felt better ever felt rreason know caus depress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
266,2013-09-28,Vitamin_D,5.0,d3 8000 u day 10 month ran pill 4 week ago order soon much pain joint reciev 8000 mail today excit get back bodi believ take rest life 70 year old activ pain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
909,2013-09-30,Melatonin,5.0,within 10 minut take pill feel drowsi sleepi havent abl fall asleep month im glad dad got work wonder fall asleep feel refresh morn im quit sure brand exactli know melatonin work,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
856,2013-09-30,Melatonin,5.0,within 10 minut take pill feel drowsi sleepi havent abl fall asleep month im glad dad got work wonder fall asleep feel refresh morn im quit sure brand exactli know melatonin work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
908,2013-10-01,Melatonin,5.0,use troubl fall asleepsometim hoursbut sinc take melatonin 10 minut prior go bedit disappoint sleep night unless dog wake go outsid experienc nightmar rare dream take headach usual never headach kind without melatonin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
722,2013-10-04,Krill_oil,5.0,diagnos intermitt claudic 2 stent right leg still minor discomfort rleg 2 mile walk sinc ive take krill oil found improv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
588,2013-10-14,Colloidal_silver,4.0,upset stomach ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,2013-10-16,Folic_acid,3.3,acedem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,2013-10-21,Ginkgo,4.3,must tell peopl fruit ginko caus terribl itch leg last day came contact decay berri whatev cut back foliag autumn ive experienc poison ivi practic dread ginko leaf present problem im sure improv circul ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
907,2013-10-23,Melatonin,5.0,normal get natrol advanc sleep melatonin 10mg maximum strength went differ store get melatonin got natur bounti maximum strength quick dissolv 10 mg found week keep wake around 5 6 dont work go colleg night melatonin keep asleep help fall asleep faster like tri get differ melatonin everi time see one work better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,2013-10-24,Krill_oil,2.3,taken omega super krill 1 month last day ive develop isol skin rash pustul im suspect may caus discontinu pray itchi rash subsid krill fishiest smell open bottl hold breath ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
720,2013-10-27,Krill_oil,5.0,smell tast isnt good esp leek time ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
906,2013-10-28,Melatonin,4.3,fix jetlag sinc travel lot ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
855,2013-10-28,Melatonin,4.3,fix jetlag sinc travel lot ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
905,2013-10-31,Melatonin,5.0,use year need go bed im tire lay head keep work cant get sleep one 5mg melatonin knock like vitamelt melt mouth happi read 7 year old granddaught adhd take medic day stay awak night give 10mg bedtim doesnt phase put bed 8 stay awak 10 11 im glad natur hormon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
110,2013-11-10,Folic_acid,4.7,help stay focu school studi walk go big event without worri blackout headach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,2013-11-10,Vitamin_D,4.0,start treatment 3 week ago learn vitamin way low see bodi respond,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
718,2013-11-13,Krill_oil,4.0,take 12 fish oil take one krill oil capsul easier absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
586,2013-11-19,Colloidal_silver,5.0,unbeliev webmd would let stand neg comment cs singl import supplement take ive cure mine mani ill herp coldflu effect virus bacteria research dont depend webmd could one supplement drug entir life would choos cs tri sneak dmso well wish id learn year agoi could help famili member,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
585,2013-11-21,Colloidal_silver,5.0,cure ear get ear infect everytim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
263,2013-12-03,Vitamin_D,4.0,take part morn regimen prescribedrecommend famili physician,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
262,2013-12-03,Vitamin_D,5.0,vitamin garden life 2000 iu rais hdl level 47 60 one year effect pronounc niacin 1000 chang diet exercis increas intak 5000 iu winter month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
853,2013-12-03,Melatonin,3.0,tri take frequent precaut howev tri take mayb 35 time week best ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
903,2013-12-03,Melatonin,3.0,tri take frequent precaut howev tri take mayb 35 time week best ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,2013-12-08,Ginkgo,4.0,loss hear one ear diminish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51,2013-12-10,Ginkgo,5.0,60 year oldtak 60mg 30mg pm weight 185lb weightag dosag import reader take 15 year 45 took 30mg adjust gradual currant level effect carri one day realli tell differ qualiti life much improv supplement everyon differ like use small increas usual 10mg less reach feel optimum improv absorpt circul aspect nutrit greatli improv effect supplement also take omega3 fish oil 1 tripl strength cap day certainli recommend supplement ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
584,2013-12-13,Colloidal_silver,5.0,happi result experienc came contact mrsa year ago follow care elderli man came home hospit mrsa broke coupl week care took sever tblsp day silver amaz well telltal wound bump surround clear insur best bet work would highli recommend treatment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
902,2013-12-16,Melatonin,4.7,sinc child insomnia taken presript sleep aid year need increas dose use melatonin enabl stay low dose medic never need increas brother sister take alon find effect order capsul work much better drug store tablet didnt work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
852,2013-12-16,Melatonin,4.7,sinc child insomnia taken presript sleep aid year need increas dose use melatonin enabl stay low dose medic never need increas brother sister take alon find effect order capsul work much better drug store tablet didnt work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
261,2013-12-18,Vitamin_D,1.0,read news still fals info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
108,2013-12-23,Folic_acid,4.3,dread weight gainbeen preszcrib medicaton littl month gain almost 4 pound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
107,2013-12-25,Folic_acid,4.0,help depress notic chang one day take 15mg deplin l5 methylhydrotetrafol calcium salt day take second tablet best sinc rememb euphor effect level one week 3 month treatment far less depress anxiou start deplin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
260,2013-12-26,Vitamin_D,3.7,remov take alendron bone loss reced put 2000 iu vitamin d3 daili vitamin two week notic benefit problem blood pressur still moder high pain bone ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
717,2013-12-27,Krill_oil,4.0,osteoarthrit rheumatoid pain stiff joint year recent start regular paracetamol ibuprofin prednisolon medic ever effect previous krill oil fish oil supplement taken even primros oil immedi effect wake notic less pain stiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
105,2013-12-28,Folic_acid,3.0,start take today ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
901,2013-12-29,Melatonin,1.0,abdomen pain take melatonin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
259,2013-12-30,Vitamin_D,3.0,metal tast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
258,2014-01-05,Vitamin_D,4.3,given 10000iu vit endocrinologist work better worthless drug given take 4000iu day keep level normal plu also send time sun everyday cure autoimmun diseas feel better take take vit k2 d3 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
850,2014-01-05,Melatonin,5.0,daughter take 36 mg 1 hr bedtim sinc age 5 fall asleep quickli stay asleep never abl easi pleasant citru lozeng dissolv mouthsh actual chew effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
899,2014-01-05,Melatonin,5.0,daughter take 36 mg 1 hr bedtim sinc age 5 fall asleep quickli stay asleep never abl easi pleasant citru lozeng dissolv mouthsh actual chew effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
716,2014-01-09,Krill_oil,4.0,less pain hip joint ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
715,2014-01-10,Krill_oil,3.7,much like fish oil mostli antarct water cleaner water hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
